time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292415.3792803,4177507
0.3,4289196.4728259,4119591
0.4,4282628.8293272,4061675
0.5,4272211.1203147,4003759
0.6,4257876.4810014,3945843
0.7,4239809.9073261,3887927
0.8,4218312.9502336,3830011
0.9,4193724.9183498,3772095
1,4166382.6990116,3714179
1.1,4136602.4976138,3485962.5
1.2,4102719.0804255,3257746
1.3,4062123.3261449,3029529.5
1.4,4012989.4137075,2801313
1.5,3954805.9443698,2573096.5
1.6,3888079.5539338,2344880
1.7,3813880.8197129,2116663.5
1.8,3733508.5743918,1888447
1.9,3648298.2271143,1660230.5
2,3559529.9132639,1432014
2.1,3468394.3381563,1347897.9
2.2,3376164.3633662,1263781.8
2.3,3284162.3190801,1179665.7
2.4,3193541.879353,1095549.6
2.5,3105142.2134266,1011433.5
2.6,3019482.548082,927317.4
2.7,2936832.9165901,843201.3
2.8,2857297.4957368,759085.2
2.9,2780882.0745808,674969.1
3,2707541.6937314,590853
3.1,2637211.7643444,561895
3.2,2569809.4451759,532937
3.3,2505240.0486896,503979
3.4,2443407.5032691,475021
3.5,2384217.0136536,446063
3.6,2327572.647823,417105
3.7,2273375.5599435,388147
3.8,2221524.6254347,359189
3.9,2171918.6880352,330231
4,2124459.3161235,301273
4.1,2079053.1796459,291620.3
4.2,2035606.85587,281967.6
4.3,1994020.8052154,272314.9
4.4,1954190.2433662,262662.2
4.5,1916010.3108111,253009.5
4.6,1879380.8485246,243356.8
4.7,1844209.0158809,233704.1
4.8,1810410.089776,224051.4
4.9,1777907.2482389,214398.7
5,1746630.9315112,204746
5.1,1716518.0996199,198540.8
5.2,1687510.7397094,192335.6
5.3,1659554.0329128,186130.4
5.4,1632595.3434687,179925.2
5.5,1606584.2484626,173720
5.6,1581473.0362044,167514.8
5.7,1557217.1530699,161309.6
5.8,1533775.407361,155104.4
5.9,1511109.9492715,148899.2
6,1489186.1094268,142694
6.1,1467972.1708225,140625.5
6.2,1447438.7145398,138557
6.3,1427556.575334,136488.5
6.4,1408296.2779243,134420
6.5,1389627.672542,132351.5
6.6,1371520.5258513,130283
6.7,1353945.3378854,128214.5
6.8,1336874.0203096,126146
6.9,1320280.3138006,124077.5
7,1304139.9652282,122009
7.1,1288430.7331769,120630.1
7.2,1273132.2367111,119251.2
7.3,1258225.6694217,117872.3
7.4,1243693.4960888,116493.4
7.5,1229519.2462725,115114.5
7.6,1215687.4226591,113735.6
7.7,1202183.4764647,112356.7
7.8,1188993.7990166,110977.8
7.9,1176105.7018226,109598.9
8,1163507.377961,108220
8.1,1151187.8480942,108220
8.2,1139136.8423013,108220
8.3,1127344.5655166,108220
8.4,1115801.425925,108220
8.5,1104497.8685759,108220
8.6,1093424.3685175,108220
8.7,1082571.5365115,108220
8.8,1071930.2615827,108220
8.9,1061491.8365719,108220
9,1051248.0438564,108220
9.1,1041191.1993786,108220
9.2,1031314.1626684,108220
9.3,1021610.3228653,108220
9.4,1012073.5697103,108220
9.5,1002698.2563964,108220
9.6,993479.1590933,108220
9.7,984411.43628534,108220
9.8,975490.58981914,108220
9.9,966712.42870793,108220
10,958073.0361726,108220
10.1,949568.74004592,107530.5
10.2,941196.09223105,106841
10.3,932951.86994497,106151.5
10.4,924833.09732852,105462
10.5,916837.06417136,104772.5
10.6,908961.32041961,104083
10.7,901203.64409717,103393.5
10.8,893561.99387737,102704
10.9,886034.45934194,102014.5
11,878619.21748192,101325
11.1,871314.49893722,101325
11.2,864118.56137164,101325
11.3,857029.66008985,101325
11.4,850046.01077282,101325
11.5,843165.75482526,101325
11.6,836386.94243685,101325
11.7,829707.53842647,101325
11.8,823125.44507558,101325
11.9,816638.53240642,101325
12,810244.66815439,101325
12.1,803941.74311694,101325
12.2,797727.69038018,101325
12.3,791600.49859326,101325
12.4,785558.22020907,101325
12.5,779598.97580667,101325
12.6,773720.95553823,101325
12.7,767922.41856809,101325
12.8,762201.6911797,101325
12.9,756557.16405375,101325
13,750987.28908064,101325
13.1,745490.57596062,101325
13.2,740065.58876444,101325
13.3,734710.94256692,101325
13.4,729425.30022428,101325
13.5,724207.3693356,101325
13.6,719055.8994087,101325
13.7,713969.6792368,101325
13.8,708947.53448332,101325
