time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4290974.7651165,4177507
0.3,4283946.5028573,4119591
0.4,4271273.6697083,4061675
0.5,4253002.2521535,4003759
0.6,4229659.8419676,3945843
0.7,4201915.2742412,3887927
0.8,4170424.8712158,3830011
0.9,4135777.4600655,3772095
1,4098482.0523685,3714179
1.1,4058971.648716,3485962.5
1.2,4012456.594214,3257746
1.3,3954286.8722207,3029529.5
1.4,3882905.2938368,2801313
1.5,3799191.3499342,2573096.5
1.6,3705139.5404215,2344880
1.7,3603016.086771,2116663.5
1.8,3494981.1607172,1888447
1.9,3382964.4836263,1660230.5
2,3268651.5728055,1432014
2.1,3153511.8712872,1347897.9
2.2,3039470.4855082,1263781.8
2.3,2928447.7105288,1179665.7
2.4,2821775.8202274,1095549.6
2.5,2720106.2035481,1011433.5
2.6,2623596.6573693,927317.4
2.7,2532125.5969536,843201.3
2.8,2445443.5865564,759085.2
2.9,2363261.7509271,674969.1
3,2285298.2382681,590853
3.1,2211301.2469517,561895
3.2,2141052.8980086,532937
3.3,2074377.5468508,503979
3.4,2011126.641714,475021
3.5,1951154.2099773,446063
3.6,1894303.6938387,417105
3.7,1840407.8779513,388147
3.8,1789295.1376344,359189
3.9,1740796.2989931,330231
4,1694750.2931149,301273
4.1,1651007.7643913,291620.3
4.2,1609424.0620776,281967.6
4.3,1569856.3101907,272314.9
4.4,1532167.5729237,262662.2
4.5,1496231.0689276,253009.5
4.6,1461931.4345152,243356.8
4.7,1429164.0208548,233704.1
4.8,1397833.6206355,224051.4
4.9,1367853.2868237,214398.7
5,1339143.3926237,204746
5.1,1311630.8976662,198540.8
5.2,1285247.8181939,192335.6
5.3,1259929.8152494,186130.4
5.4,1235615.8937499,179925.2
5.5,1212248.7992826,173720
5.6,1189775.388834,167514.8
5.7,1168146.6994675,161309.6
5.8,1147317.7684499,155104.4
5.9,1127247.3315745,148899.2
6,1107897.4913291,142694
6.1,1089233.4014895,140625.5
6.2,1071222.469836,138557
6.3,1053832.5428217,136488.5
6.4,1037031.7855024,134420
6.5,1020788.7908039,132351.5
6.6,1005073.2606011,130283
6.7,989856.5970112,128214.5
6.8,975112.22619444,126146
6.9,960815.67955821,124077.5
7,946944.51784812,122009
7.1,933478.17481745,120630.1
7.2,920397.71811347,119251.2
7.3,907685.5531142,117872.3
7.4,895325.17682714,116493.4
7.5,883301.04538702,115114.5
7.6,871598.52767106,113735.6
7.7,860203.8885104,112356.7
7.8,849104.26547233,110977.8
7.9,838287.628826,109598.9
8,827742.72786062,108220
8.1,817459.0302719,108220
8.2,807426.61012446,108220
8.3,797635.95859536,108220
8.4,788077.80645691,108220
8.5,778743.05700469,108220
8.6,769622.83125116,108220
8.7,760708.56364591,108220
8.8,751992.0915713,108220
8.9,743465.71242348,108220
9,735122.20566811,108220
9.1,726954.82765814,108220
9.2,718957.28889264,108220
9.3,711123.72176198,108220
9.4,703448.64442849,108220
9.5,695926.92440813,108220
9.6,688553.74390114,108220
9.7,681324.56791004,108220
9.8,674235.11555407,108220
9.9,667281.33461808,108220
10,660459.37917011,108220
10.1,653765.58998219,107530.5
10.2,647196.48177277,106841
10.3,640748.74439392,106151.5
10.4,634419.25249306,105462
10.5,628205.06659764,104772.5
10.6,622103.41654765,104083
10.7,616111.67241963,103393.5
10.8,610227.31326876,102704
10.9,604447.90096712,102014.5
11,598771.06162098,101325
11.1,593194.47395911,101325
11.2,587715.86095666,101325
11.3,582332.97787617,101325
11.4,577043.5958125,101325
11.5,571845.48976176,101325
11.6,566736.43921339,101325
11.7,561714.24028107,101325
11.8,556776.72275621,101325
11.9,551921.7659373,101325
12,547147.31014891,101325
12.1,542451.3634726,101325
12.2,537832.00452184,101325
12.3,533287.38242823,101325
12.4,528815.71507346,101325
12.5,524415.2863325,101325
12.6,520084.44284104,101325
12.7,515821.59060786,101325
12.8,511625.19166197,101325
12.9,507493.76083922,101325
13,503425.86276117,101325
13.1,499420.10902704,101325
13.2,495475.15562153,101325
13.3,491589.70053076,101325
13.4,487762.48155366,101325
13.5,483992.27429327,101325
13.6,480277.89031216,101325
13.7,476618.17543631,101325
13.8,473012.00819284,101325
13.9,469458.6183757,101325
14,465956.61644696,101325
