time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4265421.1845064,4177507
0.3,4221046.8734037,4119591
0.4,4169316.9481143,4061675
0.5,4114469.2198078,4003759
0.6,4058312.3964968,3945843
0.7,4001610.3505235,3887927
0.8,3944687.3113064,3830011
0.9,3887682.1849193,3772095
1,3830655.2737884,3714179
1.1,3773633.3168529,3485962.5
1.2,3644187.8847536,3257746
1.3,3470355.886,3029529.5
1.4,3276501.4539223,2801313
1.5,3074717.072077,2573096.5
1.6,2870660.9293836,2344880
1.7,2667153.7349677,2116663.5
1.8,2465824.3075047,1888447
1.9,2267846.1389006,1660230.5
2,2074284.4702392,1432014
2.1,1886279.1664197,1347897.9
2.2,1728043.8351993,1263781.8
2.3,1597806.4638718,1179665.7
2.4,1487496.4386181,1095549.6
2.5,1390595.6140959,1011433.5
2.6,1302833.0981326,927317.4
2.7,1221553.085929,843201.3
2.8,1145136.5502239,759085.2
2.9,1072621.5535355,674969.1
3,1003469.570331,590853
3.1,937423.15626523,561895
3.2,877040.87649214,532937
3.3,823333.47235173,503979
3.4,775782.77467422,475021
3.5,733376.43925347,446063
3.6,695132.60752679,417105
3.7,660245.99460994,388147
3.8,628092.79497249,359189
3.9,598199.76743809,330231
4,570211.03914213,301273
4.1,543860.71461482,291620.3
4.2,519213.97454524,281967.6
4.3,496403.109823,272314.9
4.4,475429.79877313,262662.2
4.5,456173.37104706,253009.5
4.6,438456.68439478,243356.8
4.7,422093.53854085,233704.1
4.8,406911.14238384,224051.4
4.9,392757.69965962,214398.7
5,379503.15202232,204746
5.1,367037.30371887,198540.8
5.2,355284.74936033,192335.6
5.3,344197.75926439,186130.4
5.4,333736.53201058,179925.2
5.5,323858.30615728,173720
5.6,314516.82796427,167514.8
5.7,305665.30569792,161309.6
5.8,297259.0495385,155104.4
5.9,289256.95232651,148899.2
6,281622.04900768,142694
6.1,274321.53546148,140625.5
6.2,267333.26939096,138557
6.3,260649.71754246,136488.5
6.4,254269.32571885,134420
6.5,248190.02605245,132351.5
6.6,242404.77440881,130283
6.7,236901.68345791,128214.5
6.8,231665.65203792,126146
6.9,226680.02290076,124077.5
7,221927.79545154,122009
7.1,217392.38234701,120630.1
7.2,213058.57651301,119251.2
7.3,208913.44046945,117872.3
7.4,204946.15022723,116493.4
7.5,201147.11543937,115114.5
7.6,197507.22668742,113735.6
7.7,194017.53134662,112356.7
7.8,190669.2120971,110977.8
7.9,187453.68365627,109598.9
8,184362.69979136,108220
8.1,181388.43089749,108220
8.2,178526.65882018,108220
8.3,175769.94239713,108220
8.4,173116.01397245,108220
8.5,170564.02900294,108220
8.6,168113.34767715,108220
8.7,165762.77297353,108220
8.8,163510.31085364,108220
8.9,161353.24323831,108220
9,159288.31891458,108220
9.1,157311.9536521,108220
9.2,155420.39643717,108220
9.3,153609.85288668,108220
9.4,151876.57060933,108220
9.5,150216.89495155,108220
9.6,148627.30320479,108220
9.7,147104.42377459,108220
9.8,145645.04514855,108220
9.9,144246.11811466,108220
10,142904.75363175,108220
10.1,141618.21799602,107530.5
10.2,140382.65064015,106841
10.3,139196.05900155,106151.5
10.4,138054.48039433,105462
10.5,136953.37275624,104772.5
10.6,135888.08972264,104083
10.7,134854.30880879,103393.5
10.8,133848.26261206,102704
10.9,132866.79435399,102014.5
11,131907.3113576,101325
11.1,130967.69757527,101325
11.2,130047.15707716,101325
11.3,129143.94722843,101325
11.4,128258.1679236,101325
11.5,127390.77560666,101325
11.6,126543.17560321,101325
11.7,125716.80204461,101325
11.8,124912.84528136,101325
11.9,124132.13774699,101325
12,123375.14623063,101325
12.1,122642.01716779,101325
12.2,121932.63961727,101325
12.3,121246.70744678,101325
12.4,120583.77304793,101325
12.5,119943.2906175,101325
12.6,119324.64962164,101325
12.7,118727.19998127,101325
12.8,118150.27066037,101325
12.9,117598.20865055,101325
13,117064.96802689,101325
13.1,116549.89929796,101325
13.2,116052.36618409,101325
13.3,115571.74858088,101325
13.4,115107.44445144,101325
13.5,114658.87094177,101325
13.6,114225.46493672,101325
13.7,113806.68321584,101325
13.8,113402.00232622,101325
13.9,113010.91825805,101325
14,112632.94598585,101325
14.1,112267.61892147,101325
14.2,111914.48831231,101325
14.3,111573.12260909,101325
