time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292397.2145242,4177507
0.3,4289125.1583079,4119591
0.4,4282465.4365082,4061675
0.5,4271922.0110879,4003759
0.6,4257436.3706947,3945843
0.7,4239201.4741668,3887927
0.8,4217525.3241373,3830011
0.9,4192752.1226704,3772095
1,4165222.3709929,3714179
1.1,4135254.9149921,3485962.5
1.2,4101146.9185569,3257746
1.3,4060253.9579428,3029529.5
1.4,4010744.0862618,2801313
1.5,3952121.0898132,2573096.5
1.6,3884913.5946005,2344880
1.7,3810212.661351,2116663.5
1.8,3729333.4386318,1888447
1.9,3643623.4987116,1660230.5
2,3554371.8233051,1432014
2.1,3462775.5457537,1347897.9
2.2,3370117.1287169,1263781.8
2.3,3277728.8292572,1179665.7
2.4,3186769.5348242,1095549.6
2.5,3098078.0912866,1011433.5
2.6,3012169.8366405,927317.4
2.7,2929309.498495,843201.3
2.8,2849595.8832342,759085.2
2.9,2773029.9643198,674969.1
3,2699562.710098,590853
3.1,2629126.1907251,561895
3.2,2561634.8409379,532937
3.3,2496991.9727952,503979
3.4,2435100.1016319,475021
3.5,2375863.2763045,446063
3.6,2319184.4294498,417105
3.7,2264963.5304921,388147
3.8,2213098.2470994,359189
3.9,2163486.2428908,330231
4,2116027.9745808,301273
4.1,2070629.0923508,291620.3
4.2,2027195.1969725,281967.6
4.3,1985625.8396956,272314.9
4.4,1945815.4739531,262662.2
4.5,1907658.6589279,253009.5
4.6,1871054.8087504,243356.8
4.7,1835910.7609631,233704.1
4.8,1802141.5322361,224051.4
4.9,1769670.0733673,214398.7
5,1738426.6145806,204746
5.1,1708347.915666,198540.8
5.2,1679375.7654974,192335.6
5.3,1651455.1492238,186130.4
5.4,1624533.2480739,179925.2
5.5,1598559.4793113,173720
5.6,1573485.9973197,167514.8
5.7,1549268.1368735,161309.6
5.8,1525864.6110779,155104.4
5.9,1503237.4858129,148899.2
6,1481352.0141859,142694
6.1,1460176.4058422,140625.5
6.2,1439681.1678456,138557
6.3,1419837.0602076,136488.5
6.4,1400614.5382604,134420
6.5,1381983.3984493,132351.5
6.6,1363913.3747934,130283
6.7,1346374.9552584,128214.5
6.8,1329340.0555471,126146
6.9,1312782.4308317,124077.5
7,1296677.8478381,122009
7.1,1281004.0864962,120630.1
7.2,1265740.7859692,119251.2
7.3,1250869.1572924,117872.3
7.4,1236371.6801287,116493.4
7.5,1222231.8972751,115114.5
7.6,1208434.3238131,113735.6
7.7,1194964.422775,112356.7
7.8,1181808.5965337,110977.8
7.9,1168954.1664882,109598.9
8,1156389.3340852,108220
8.1,1144103.1265839,108220
8.2,1132085.2787603,108220
8.3,1120325.9987693,108220
8.4,1108815.697946,108220
8.5,1097544.8262929,108220
8.6,1086503.8669635,108220
8.7,1075683.442289,108220
8.8,1065074.4557394,108220
8.9,1054668.216416,108220
9,1044456.5236278,108220
9.1,1034431.7099266,108220
9.2,1024586.6503805,108220
9.3,1014914.748096,108220
9.4,1005409.9049238,108220
9.5,996066.4841876,108220
9.6,986879.27020599,108220
9.7,977843.42770662,108220
9.8,968954.46300058,108220
9.9,960208.18794067,108220
10,951600.68712919,108220
10.1,943128.28849069,107530.5
10.2,934787.54286933,106841
10.3,926575.22527662,106151.5
10.4,918488.35628132,105462
10.5,910524.2203839,104772.5
10.6,902680.3602689,104083
10.7,894954.54472616,103393.5
10.8,887344.72148499,102704
10.9,879848.96790369,102014.5
11,872465.44795606,101325
11.1,865192.37892729,101325
11.2,858028.00518678,101325
11.3,850970.56919766,101325
11.4,844018.27471668,101325
11.5,837169.2526494,101325
11.6,830421.54452396,101325
11.7,823773.10852956,101325
11.8,817221.84230001,101325
11.9,810765.61295621,101325
12,804402.28674477,101325
12.1,798129.75403131,101325
12.2,791945.9481998,101325
12.3,785848.85865221,101325
12.4,779836.53883366,101325
12.5,773907.1103951,101325
12.6,768058.76452791,101325
12.7,762289.76132877,101325
12.8,756598.42786156,101325
12.9,750983.15541219,101325
13,745442.39629299,101325
13.1,739974.66044561,101325
13.2,734578.51201131,101325
13.3,729252.56597872,101325
13.4,723995.48497764,101325
13.5,718805.97625816,101325
13.6,713682.78887435,101325
13.7,708624.71107818,101325
13.8,703630.56792079,101325
