time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292579.2582065,4177507
0.3,4289848.9717455,4119591
0.4,4284140.7109183,4061675
0.5,4274910.4189064,4003759
0.6,4262015.5217568,3945843
0.7,4245566.0180266,3887927
0.8,4225801.2886683,3830011
0.9,4203012.7215516,3772095
1,4177501.3581826,3714179
1.1,4149556.9053302,3485962.5
1.2,4117849.9306478,3257746
1.3,4080106.1710698,3029529.5
1.4,4034575.0056556,2801313
1.5,3980616.0695604,2573096.5
1.6,3918533.6477841,2344880
1.7,3849203.4128489,2116663.5
1.8,3773765.4865619,1888447
1.9,3693434.9878823,1660230.5
2,3609403.3989369,1432014
2.1,3522796.2970065,1347897.9
2.2,3434795.6298617,1263781.8
2.3,3346628.8559775,1179665.7
2.4,3259396.2406387,1095549.6
2.5,3173934.9177528,1011433.5
2.6,3090796.885577,927317.4
2.7,3010300.0960616,843201.3
2.8,2932598.4125753,759085.2
2.9,2857743.1603655,674969.1
3,2785728.2075066,590853
3.1,2716521.265649,561895
3.2,2650066.0986291,532937
3.3,2586288.180691,503979
3.4,2525105.9721621,475021
3.5,2466436.4281992,446063
3.6,2410194.8421412,417105
3.7,2356293.8689118,388147
3.8,2304644.0294549,359189
3.9,2255155.5424294,330231
4,2207740.6733127,301273
4.1,2162316.0629575,291620.3
4.2,2118797.7673902,281967.6
4.3,2077095.2487103,272314.9
4.4,2037111.4290659,262662.2
4.5,1998747.4500162,253009.5
4.6,1961907.6246884,243356.8
4.7,1926502.495802,233704.1
4.8,1892450.0519399,224051.4
4.9,1859675.8022061,214398.7
5,1828112.3079154,204746
5.1,1797698.5276231,198540.8
5.2,1768378.415256,192335.6
5.3,1740099.1009397,186130.4
5.4,1712809.785494,179925.2
5.5,1686461.6678318,173720
5.6,1661008.4081602,167514.8
5.7,1636406.6020562,161309.6
5.8,1612616.0382946,155104.4
5.9,1589599.7321376,148899.2
6,1567323.8049846,142694
6.1,1545757.2837696,140625.5
6.2,1524871.3096667,138557
6.3,1504637.680881,136488.5
6.4,1485027.8232774,134420
6.5,1466011.9846028,132351.5
6.6,1447560.3170562,130283
6.7,1429643.5032116,128214.5
6.8,1412233.472231,126146
6.9,1395303.8697692,124077.5
7,1378830.2846909,122009
7.1,1362790.2935296,120630.1
7.2,1347163.3379771,119251.2
7.3,1331930.4552428,117872.3
7.4,1317073.9761195,116493.4
7.5,1302577.3108962,115114.5
7.6,1288424.8501388,113735.6
7.7,1274601.9373457,112356.7
7.8,1261094.8622119,110977.8
7.9,1247890.8444463,109598.9
8,1234977.9989304,108220
8.1,1222345.284448,108220
8.2,1209982.3873905,108220
8.3,1197879.4842296,108220
8.4,1186026.9572934,108220
8.5,1174415.2103006,108220
8.6,1163034.6475497,108220
8.7,1151875.7753886,108220
8.8,1140929.3494202,108220
8.9,1130186.5097208,108220
9,1119638.8774521,108220
9.1,1109278.6086228,108220
9.2,1099098.4116521,108220
9.3,1089091.5385865,108220
9.4,1079251.7592243,108220
9.5,1069573.325467,108220
9.6,1060050.9311515,108220
9.7,1050679.6708691,108220
9.8,1041454.9999652,108220
9.9,1032372.6969808,108220
10,1023428.8291729,108220
10.1,1014619.7213491,107530.5
10.2,1005941.9340037,106841
10.3,997392.2644896,106151.5
10.4,988967.77073522,105462
10.5,980665.79342497,104772.5
10.6,972483.9531363,104083
10.7,964420.11844753,103393.5
10.8,956472.35610916,102704
10.9,948638.87718976,102014.5
11,940917.98884707,101325
11.1,933308.05605915,101325
11.2,925807.47102228,101325
11.3,918414.61982693,101325
11.4,911127.8405308,101325
11.5,903945.38338562,101325
11.6,896865.38966933,101325
11.7,889885.89542694,101325
11.8,883004.85461318,101325
11.9,876220.17154851,101325
12,869529.73408531,101325
12.1,862931.44241041,101325
12.2,856423.23148566,101325
12.3,850003.08704386,101325
12.4,843669.05598287,101325
12.5,837419.25230041,101325
12.6,831251.85968703,101325
12.7,825165.1317343,101325
12.8,819157.3905195,101325
12.9,813227.02414453,101325
13,807372.48365203,101325
13.1,801592.27962014,101325
13.2,795884.9786438,101325
13.3,790249.19984264,101325
13.4,784683.61148504,101325
13.5,779186.92778305,101325
13.6,773757.90588808,101325
13.7,768395.34310025,101325
13.8,763098.07429309,101325
