id,pressure,x,y,z
0,6043158.36009,0,0,0
0.00026689075630252,6042811.2437755,0,0.00026689075630252,0
0.00053378151260504,6042445.9620741,0,0.00053378151260504,0
0.00080067226890756,6042048.4908834,0,0.00080067226890756,0
0.0010675630252101,6041607.9992383,0,0.0010675630252101,0
0.0013344537815126,6041116.1179309,0,0.0013344537815126,0
0.0016013445378151,6040566.3754204,0,0.0016013445378151,0
0.0018682352941176,6039953.7628585,0,0.0018682352941176,0
0.0021351260504202,6039274.3987903,0,0.0021351260504202,0
0.0024020168067227,6038525.2708397,0,0.0024020168067227,0
0.0026689075630252,6037704.036894,0,0.0026689075630252,0
0.0029357983193277,6036808.8723325,0,0.0029357983193277,0
0.0032026890756303,6035838.3529592,0,0.0032026890756303,0
0.0034695798319328,6034791.3657147,0,0.0034695798319328,0
0.0037364705882353,6033667.041126,0,0.0037364705882353,0
0.0040033613445378,6032464.7029223,0,0.0040033613445378,0
0.0042702521008403,6031183.8314057,0,0.0042702521008403,0
0.0045371428571429,6029824.0381012,0,0.0045371428571429,0
0.0048040336134454,6028385.0499699,0,0.0048040336134454,0
0.0050709243697479,6026866.7021185,0,0.0050709243697479,0
0.0053378151260504,6025268.9385137,0,0.0053378151260504,0
0.0056047058823529,6023591.820752,0,0.0056047058823529,0
0.0058715966386555,6021835.5454789,0,0.0058715966386555,0
0.006138487394958,6020000.4716395,0,0.006138487394958,0
0.0064053781512605,6018087.1594057,0,0.0064053781512605,0
0.006672268907563,6016096.4234143,0,0.006672268907563,0
0.0069391596638655,6014029.4039218,0,0.0069391596638655,0
0.0072060504201681,6011887.6606879,0,0.0072060504201681,0
0.0074729411764706,6009673.2959404,0,0.0074729411764706,0
0.0077398319327731,6007389.1147386,0,0.0077398319327731,0
0.0080067226890756,6005038.8335808,0,0.0080067226890756,0
0.0082736134453782,6002622.2122085,0,0.0082736134453782,0
0.0085405042016807,6000135.0973874,0,0.0085405042016807,0
0.0088073949579832,5997573.9268424,0,0.0088073949579832,0
0.0090742857142857,5994935.5043629,0,0.0090742857142857,0
0.0093411764705882,5992216.800181,0,0.0093411764705882,0
0.0096080672268908,5989414.7635561,0,0.0096080672268908,0
0.0098749579831933,5986526.1346846,0,0.0098749579831933,0
0.010141848739496,5983547.2430084,0,0.010141848739496,0
0.010408739495798,5980473.7780702,0,0.010408739495798,0
0.010675630252101,5977300.5171786,0,0.010675630252101,0
0.010942521008403,5974020.9911882,0,0.010942521008403,0
0.011209411764706,5970627.0654511,0,0.011209411764706,0
0.011476302521008,5967108.4071778,0,0.011476302521008,0
0.011743193277311,5963451.8026478,0,0.011743193277311,0
0.012010084033613,5959640.277408,0,0.012010084033613,0
0.012276974789916,5955651.9590693,0,0.012276974789916,0
0.012543865546218,5951458.6046461,0,0.012543865546218,0
0.012810756302521,5947023.6913464,0,0.012810756302521,0
0.013077647058824,5942299.9397454,0,0.013077647058824,0
0.013344537815126,5937226.0992806,0,0.013344537815126,0
0.013611428571429,5931722.7753212,0,0.013611428571429,0
