time,Re,inlet-p,outlet-p,time
0,0,4293339,4320918,0
0.1,0,4293339,4113385.7,0.1
0.2,12.917674499862,4291514.3063886,3905853.4,0.2
0.3,26.690391944799,4283589.3395724,3698321.1,0.3
0.4,38.978655936426,4265607.8845499,3490788.8,0.4
0.5,49.656905961973,4235708.7600183,3283256.5,0.5
0.6,58.744885971963,4193897.0741548,3075724.2,0.6
0.7,66.344369563789,4141228.4211438,2868191.9,0.7
0.8,72.589795181999,4079187.5667641,2660659.6,0.8
0.9,77.620507673997,4009349.9247421,2453127.3,0.9
1,81.567606961288,3933227.5387035,2245595,1
1.1,84.548753334025,3852211.6436965,2110457.7,1.1
1.2,84.058956018073,3767544.3235617,1975320.4,1.2
1.3,83.239119632889,3680604.7116278,1840183.1,1.3
1.4,82.183099772556,3592788.7618097,1705045.8,1.4
1.5,80.961328952647,3505203.3395474,1569908.5,1.5
1.6,79.617462251393,3418606.0664144,1434771.2,1.6
1.7,78.175896140889,3333492.2937093,1299633.9,1.7
1.8,76.649479168719,3250195.9952418,1164496.6,1.8
1.9,75.044877128832,3168963.1642633,1029359.3,1.9
2,73.365963053558,3089998.8789549,894222,2
2.1,71.61607947339,3013497.8807118,843890.3,2.1
2.2,68.559801816504,2939517.5430879,793558.6,2.2
2.3,65.683865163278,2867936.9922853,743226.9,2.3
2.4,62.971622427435,2798732.9516207,692895.2,2.4
2.5,60.417642645483,2731996.5984032,642563.5,2.5
2.6,58.01798326541,2667833.831568,592231.8,2.6
2.7,55.767139075646,2606311.0062157,541900.1,2.7
2.8,53.657898771076,2547448.7686039,491568.4,2.8
2.9,51.682134327501,2491235.0377187,441236.7,2.9
3,49.831649092946,2437640.8881289,390905,3
3.1,48.09885358373,2386634.1322991,375736.5,3.1
3.2,46.217219943957,2338166.3684249,360568,3.2
3.3,44.469987849062,2292068.7609051,345399.5,3.3
3.4,42.840109055708,2248117.2843971,330231,3.4
3.5,41.314906577877,2206117.5558831,315062.5,3.5
