time,Re,inlet-p,outlet-p,time
0,0,4293339,4320918,0
0.1,0,4293339,4113385.7,0.1
0.2,12.850167130792,4290610.9160174,3905853.4,0.2
0.3,26.482356602288,4280787.3426755,3698321.1,0.3
0.4,38.600619372077,4260473.806981,3490788.8,0.4
0.5,49.111478132371,4228234.5177451,3283256.5,0.5
0.6,58.045611650207,4184215.808078,3075724.2,0.6
0.7,65.504273680385,4129460.1934416,2868191.9,0.7
0.8,71.61770805927,4065389.4552954,2660659.6,0.8
0.9,76.520661393804,3993509.8502616,2453127.3,0.9
1,80.34011249314,3915269.780987,2245595,1
1.1,83.190075066133,3832002.2932325,2110457.7,1.1
1.2,82.592084272648,3745177.831112,1975320.4,1.2
1.3,81.682591648679,3656323.5942218,1840183.1,1.3
1.4,80.550652822102,3566749.8488991,1705045.8,1.4
1.5,79.257309582922,3477420.4011323,1569908.5,1.5
1.6,77.839425883477,3388984.5357284,1434771.2,1.6
1.7,76.317223915837,3301866.8797133,1299633.9,1.7
1.8,74.700696672397,3216350.5790992,1164496.6,1.8
1.9,72.993973002542,3132636.3586564,1029359.3,1.9
2,71.198063817878,3050880.4032461,894222,2
2.1,69.312634836888,2971218.3493386,843890.3,2.1
2.2,66.144359353726,2893775.4050821,793558.6,2.2
2.3,63.154526498906,2818690.722721,743226.9,2.3
2.4,60.338257212727,2746108.8845483,692895.2,2.4
2.5,57.691027280759,2676144.944356,642563.5,2.5
2.6,55.206054707431,2608860.5131558,592231.8,2.6
2.7,52.874363183429,2544262.0715165,541900.1,2.7
2.8,50.685575131283,2482312.8294909,491568.4,2.8
2.9,48.628790256097,2422948.1603635,441236.7,2.9
3,46.693306663378,2366089.4318467,390905,3
3.1,44.86915861011,2311654.8487673,375736.5,3.1
3.2,42.911677632948,2259552.4202048,360568,3.2
3.3,41.083636481782,2209673.6765157,345399.5,3.3
3.4,39.373805658716,2161901.6566703,330231,3.4
3.5,37.772605720069,2116121.5973782,315062.5,3.5
