time,Re,inlet-p,outlet-p,time
0,0,4293339,4320918,0
0.1,0,4293339,4113385.7,0.1
0.2,12.832598526717,4290375.1722999,3905853.4,0.2
0.3,26.428004779697,4280053.8939413,3698321.1,0.3
0.4,38.500873897119,4259117.1540884,3490788.8,0.4
0.5,48.966451262749,4226244.3222471,3283256.5,0.5
0.6,57.859053260054,4181628.7903846,3075724.2,0.6
0.7,65.280285608752,4126316.3462538,2868191.9,0.7
0.8,71.359419596727,4061714.3618573,2660659.6,0.8
0.9,76.229906737897,3989310.2029282,2453127.3,0.9
1,80.017457081445,3910533.4192062,2245595,1
1.1,82.834897681468,3826698.8966875,2110457.7,1.1
1.2,82.210836569412,3739337.995863,1975320.4,1.2
1.3,81.279714997341,3650008.1597773,1840183.1,1.3
1.4,80.129647675309,3559999.610545,1705045.8,1.4
1.5,78.819336143346,3470240.4121695,1569908.5,1.5
1.6,77.38371501718,3381349.0584099,1434771.2,1.6
1.7,75.841662173027,3293727.4069729,1299633.9,1.7
1.8,74.202158697753,3207640.6822782,1164496.6,1.8
1.9,72.468379952347,3123272.8431708,1029359.3,1.9
2,70.640206025263,3040761.433051,894222,2
2.1,68.715744381563,2960218.8093649,843890.3,2.1
2.2,65.516597624558,2881798.6482104,793558.6,2.2
2.3,62.493355676076,2805698.7761146,743226.9,2.3
2.4,59.644923509085,2732107.22519,692895.2,2.4
2.5,56.967634377416,2661154.8743506,642563.5,2.5
2.6,54.454385636869,2592899.9660882,592231.8,2.6
2.7,52.095406624111,2527336.3289309,541900.1,2.7
2.8,49.879370102416,2464410.8502495,491568.4,2.8
2.9,47.794370201587,2404041.0445222,441236.7,2.9
3,45.828638928025,2346129.219064,390905,3
3.1,43.971039335492,2290573.0481974,375736.5,3.1
3.2,41.987855887815,2237269.1788236,360568,3.2
3.3,40.131705223519,2186119.6150083,345399.5,3.3
3.4,38.392957315024,2137030.7023772,330231,3.4
3.5,36.76305431794,2089912.6686773,315062.5,3.5
