particle_diameter_1
2e-05
2.137931034482759e-05
2.2758620689655175e-05
2.413793103448276e-05
2.5517241379310345e-05
2.689655172413793e-05
2.8275862068965518e-05
2.96551724137931e-05
3.103448275862069e-05
3.2413793103448275e-05
3.379310344827586e-05
3.517241379310345e-05
3.655172413793104e-05
3.793103448275862e-05
3.9310344827586205e-05
4.068965517241379e-05
4.206896551724138e-05
4.344827586206897e-05
4.482758620689655e-05
4.6206896551724135e-05
4.758620689655172e-05
4.896551724137931e-05
5.03448275862069e-05
5.172413793103448e-05
5.3103448275862065e-05
5.448275862068965e-05
5.5862068965517245e-05
5.724137931034483e-05
5.862068965517241e-05
6e-05
