time,Re,inlet-p,outlet-p,time
0,0,7002980,7002980,0
0.1,0,7002980,6658242,0.1
0.2,20.852996741963,6999402.7148746,6313504,0.2
0.3,40.063329567025,6986564.0318432,5968766,0.3
0.4,57.340723458123,6959757.7561197,5624028,0.4
0.5,72.545655517241,6916567.4164909,5279290,0.5
0.6,85.674765046875,6856627.6686312,4934552,0.6
0.7,96.81341999773,6780899.6901404,4589814,0.7
0.8,106.0926051313,6691033.0035596,4245076,0.8
0.9,113.6597680528,6588947.0366481,3900338,0.9
1,119.66185134782,6476595.3931835,3555600,1
1.1,124.23649093274,6355847.6970492,3337725.6,1.1
1.2,123.8006957127,6228784.5413881,3119851.2,1.2
1.3,122.86165983466,6097582.000006,2901976.8,1.3
1.4,121.53566843958,5964181.1888643,2684102.4,1.4
1.5,119.90983329622,5830103.3501358,2466228,1.5
1.6,118.04293187672,5696450.1932884,2248353.6,1.6
1.7,115.97217761303,5563992.2082637,2030479.2,1.7
1.8,113.72014747699,5433268.5154815,1812604.8,1.8
1.9,111.30018786743,5304667.5432951,1594730.4,1.9
2,108.72029359137,5178484.2033652,1376856,2
2.1,105.98603865291,5054958.6613409,1301013.6,2.1
2.2,101.49229072944,4934331.5261895,1225171.2,2.2
2.3,97.222795622237,4816866.2679298,1149328.8,2.3
2.4,93.172375441009,4702818.4714862,1073486.4,2.4
2.5,89.337943328186,4592390.8973787,997644,2.5
2.6,85.713654503057,4485708.1241201,921801.6,2.6
2.7,82.290803658575,4382815.6935898,845959.2,2.7
2.8,79.058673073177,4283694.0876331,770116.8,2.8
2.9,76.005564903326,4188277.4756815,694274.4,2.9
3,73.119749477514,4096471.5129363,618432,3
3.1,70.390277888739,4008167.6601782,587405.6,3.1
3.2,67.543264784178,3923248.0451075,556379.2,3.2
3.3,64.868153760472,3841587.335267,525352.8,3.3
3.4,62.351692894381,3763055.9505605,494326.4,3.4
3.5,59.982877567005,3687524.0976158,463300,3.5
3.6,57.751670997945,3614864.6758577,432273.6,3.6
3.7,55.648880719324,3544955.0568592,401247.2,3.7
3.8,53.666135667193,3477678.2300598,370220.8,3.8
3.9,51.795886656019,3412923.6945952,339194.4,3.9
4,50.031422975203,3350588.2676385,308168,4
4.1,48.366907417005,3290576.8750737,297825.8,4.1
4.2,46.710374162435,3232799.4586529,287483.6,4.2
4.3,45.143665647302,3177165.4144799,277141.4,4.3
4.4,43.661087240199,3123580.64242,266799.2,4.4
4.5,42.257339677712,3071948.0310735,256457,4.5
4.6,40.927294158093,3022170.1302891,246114.8,4.6
4.7,39.666099761544,2974152.0926305,235772.6,4.7
4.8,38.469251337938,2927803.8849782,225430.4,4.8
4.9,37.332615609826,2883041.5603039,215088.2,4.9
5,36.252429526269,2839787.7614986,204746,5
5.1,35.22528317203,2797971.7193963,198540.8,5.1
5.2,34.232640016866,2757528.404112,192335.6,5.2
5.3,33.286158116649,2718397.0108277,186130.4,5.3
5.4,32.383307861504,2680519.6012983,179925.2,5.4
5.5,31.521673545571,2643840.4502804,173720,5.5
5.6,30.698943840051,2608306.0527214,167514.8,5.6
5.7,29.912939249935,2573865.4608341,161309.6,5.7
5.8,29.161626536068,2540470.6546955,155104.4,5.8
5.9,28.443123465543,2508076.7935243,148899.2,5.9
6,27.755696963063,2476642.3120057,142694,6
6.1,27.097757133088,2446128.8861249,139936.1,6.1
6.2,26.455682226782,2416500.9708268,137178.2,6.2
6.3,25.838948978588,2387724.8334408,134420.3,6.3
6.4,25.246519956262,2359767.5220378,131662.4,6.4
6.5,24.677301180661,2332596.2468057,128904.5,6.5
6.6,24.130170894418,2306178.3056549,126146.6,6.6
6.7,23.604018999481,2280481.3926813,123388.7,6.7
6.8,23.097771294937,2255474.0520487,120630.8,6.8
6.9,22.610404376807,2231126.1017893,117872.9,6.9
7,22.140953935055,2207408.9433923,115115,7
7.1,21.688518220614,2184295.7403418,114425.5,7.1
7.2,21.245397244845,2161761.5538377,113736,7.2
7.3,20.816866529675,2139782.3536737,113046.5,7.3
7.4,20.402399872455,2118335.1458499,112357,7.4
7.5,20.001421517657,2097397.3743937,111667.5,7.5
7.6,19.613329590555,2076946.7841848,110978,7.6
7.7,19.237520566077,2056961.5053641,110288.5,7.7
7.8,18.873403859959,2037420.2584702,109599,7.8
7.9,18.520411139442,2018302.5823637,108909.5,7.9
8,18.178002097905,1999589.023412,108220,8
8.1,17.845667568576,1981261.2608764,108220,8.1
8.2,17.520860623547,1963302.1422774,108220,8.2
8.3,17.205002810364,1945695.6159629,108220,8.3
8.4,16.897745724449,1928426.5967517,108220,8.4
8.5,16.598742221427,1911480.8286297,108220,8.5
8.6,16.307650862467,1894844.7903658,108220,8.6
8.7,16.024141648115,1878505.653437,108220,8.7
8.8,15.74789893255,1862451.2768088,108220,8.8
8.9,15.478622948331,1846670.2168112,108220,8.9
9,15.216030494294,1831151.7353078,108220,9
9.1,14.959855023825,1815885.7972685,107530.5,9.1
9.2,14.711684058543,1800863.0686032,106841,9.2
9.3,14.469589458588,1786074.9322456,106151.5,9.3
9.4,14.233303734375,1771513.5186287,105462,9.4
9.5,14.002590506299,1757171.7246727,104772.5,9.5
9.6,13.77724171788,1743043.197532,104083,9.6
9.7,13.557071135787,1729122.2775929,103393.5,9.7
9.8,13.341909848598,1715403.9113966,102704,9.8
9.9,13.131602855477,1701883.5512225,102014.5,9.9
10,12.926006361102,1688557.0559986,101325,10
10.1,12.724985630181,1675420.6028782,101325,10.1
10.2,12.526751742898,1662470.6062199,101325,10.2
10.3,12.332721186715,1649703.6325866,101325,10.3
10.4,12.142815831861,1637116.3103729,101325,10.4
10.5,11.956950621643,1624705.2483892,101325,10.5
10.6,11.775032107454,1612466.9810345,101325,10.6
10.7,11.596962127142,1600397.9481292,101325,10.7
10.8,11.42264014877,1588494.5055901,101325,10.8
10.9,11.25196491613,1576752.9563771,101325,10.9
11,11.084835702904,1565169.5903335,101325,11
11.1,10.921153276893,1553740.7241651,101325,11.1
11.2,10.760820616247,1542462.7362878,101325,11.2
11.3,10.603743410847,1531332.0942263,101325,11.3
11.4,10.449830384058,1520345.3742143,101325,11.4
11.5,10.298993471011,1509499.2737457,101325,11.5
11.6,10.151147887251,1498790.6182855,101325,11.6
11.7,10.00621211718,1488216.3634435,101325,11.7
11.8,9.8641078463761,1477773.5938014,101325,11.8
11.9,9.7247598567119,1467459.5193967,101325,11.9
12,9.5880958985565,1457271.4706625,101325,12
12.1,9.454046550583,1447206.8924334,101325,12.1
