time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4253410.0505681,4177507
0.3,4200394.9833275,4119591
0.4,4143975.5501856,4061675
0.5,4086702.3511984,4003759
0.6,4029219.8569526,3945843
0.7,3971691.4627695,3887927
0.8,3914159.2221281,3830011
0.9,3856634.3350899,3772095
1,3799120.0941455,3714179
1.1,3741617.7612782,3485962.5
1.2,3574981.030621,3257746
1.3,3369970.3920185,3029529.5
1.4,3154602.1437538,2801313
1.5,2937124.7498606,2573096.5
1.6,2720070.2707526,2344880
1.7,2504426.3382728,2116663.5
1.8,2290813.8777968,1888447
1.9,2079850.8011778,1660230.5
2,1872302.1764628,1432014
2.1,1669188.4842006,1347897.9
2.2,1520687.9804891,1263781.8
2.3,1407397.4262594,1179665.7
2.4,1312197.2687805,1095549.6
2.5,1226237.5811723,1011433.5
2.6,1145323.4773245,927317.4
2.7,1067511.2426896,843201.3
2.8,991943.15519541,759085.2
2.9,918307.13297448,674969.1
3,846586.82844185,590853
3.1,776947.39621593,561895
3.2,717629.60971795,532937
3.3,668565.17856931,503979
3.4,627113.48176644,475021
3.5,590931.36437472,446063
3.6,558390.24910756,417105
3.7,528423.22455831,388147
3.8,500341.49956517,359189
3.9,473703.58680736,330231
4,448230.54771001,301273
4.1,423752.04778107,291620.3
4.2,401307.56419325,281967.6
4.3,381346.33951715,272314.9
4.4,363697.29771475,262662.2
4.5,347978.66171309,253009.5
4.6,333810.81583432,243356.8
4.7,320877.64857428,233704.1
4.8,308930.76514069,224051.4
4.9,297778.29195695,214398.7
5,287272.98736208,204746
5.1,277301.81417811,198540.8
5.2,267880.17998611,192335.6
5.3,259033.3496921,186130.4
5.4,250739.37323488,179925.2
5.5,242943.77592234,173720
5.6,235582.81379282,167514.8
5.7,228596.18599201,161309.6
5.8,221931.53371383,155104.4
5.9,215545.0746119,148899.2
6,209400.82672101,142694
6.1,203469.47356674,140625.5
6.2,197783.91395929,138557
6.3,192400.77790184,136488.5
6.4,187352.97056873,134420
6.5,182641.77240464,132351.5
6.6,178248.02582357,130283
6.7,174143.57139901,128214.5
6.8,170298.1883152,126146
6.9,166682.93951222,124077.5
7,163271.48995221,122009
7.1,160040.44255007,120630.1
7.2,156975.47804247,119251.2
7.3,154068.62858869,117872.3
7.4,151313.2290354,116493.4
7.5,148700.68108807,115114.5
7.6,146220.55579526,113735.6
7.7,143861.63663839,112356.7
7.8,141612.80773979,110977.8
7.9,139463.57099877,109598.9
8,137404.27779841,108220
8.1,135426.19242279,108220
8.2,133531.25916972,108220
8.3,131727.04606361,108220
8.4,130024.4000595,108220
8.5,128429.91472083,108220
8.6,126944.8895783,108220
8.7,125566.61682484,108220
8.8,124290.00712177,108220
8.9,123108.823016,108220
9,122026.34479432,108220
9.1,121024.64126971,108220
9.2,120097.61637641,108220
9.3,119239.54713487,108220
9.4,118445.11643336,108220
9.5,117709.41270173,108220
9.6,117027.91292017,108220
9.7,116396.45804704,108220
9.8,115811.22578335,108220
9.9,115268.70325419,108220
10,114765.66089051,108220
10.1,114299.12808594,107530.5
10.2,113858.67953957,106841
10.3,113439.071314,106151.5
10.4,113028.95248044,105462
10.5,112618.95780278,104772.5
10.6,112202.74175959,104083
10.7,111776.62176641,103393.5
10.8,111338.80524665,102704
10.9,110888.69311609,102014.5
11,110426.38426987,101325
11.1,109952.35898219,101325
11.2,109474.84831136,101325
11.3,108996.52586076,101325
11.4,108526.00001451,101325
11.5,108070.58793421,101325
11.6,107635.24156697,101325
11.7,107222.68527973,101325
11.8,106833.9920506,101325
11.9,106469.15829912,101325
12,106127.53772387,101325
12.1,105808.13114609,101325
12.2,105509.76783244,101325
12.3,105231.21424833,101325
12.4,104971.23705903,101325
12.5,104728.63820948,101325
12.6,104502.27331021,101325
12.7,104291.06019977,101325
12.8,104093.98182172,101325
12.9,103910.08588373,101325
13,103738.48275914,101325
13.1,103578.34248894,101325
13.2,103428.89138299,101325
13.3,103289.40850667,101325
13.4,103159.22221298,101325
13.5,103037.70680604,101325
13.6,102934.59681882,101325
13.7,102837.72099095,101325
13.8,102746.69938475,101325
13.9,102661.17555615,101325
14,102580.81505572,101325
14.1,102505.30403834,101325
14.2,102434.34796748,101325
14.3,102367.67040446,101325
