time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4288105.1383651,4177507
0.3,4274665.5020052,4119591
0.4,4253022.4430741,4061675
0.5,4224398.1152346,4003759
0.6,4190187.1864325,3945843
0.7,4151608.5274698,3887927
0.8,4109644.6644127,3830011
0.9,4065066.1400783,3772095
1,4018471.9013408,3714179
1.1,3970326.6011225,3485962.5
1.2,3909248.8646429,3257746
1.3,3828820.8442557,3029529.5
1.4,3729719.0302238,2801313
1.5,3615618.6634448,2573096.5
1.6,3490582.5423919,2344880
1.7,3358171.4794546,2116663.5
1.8,3221303.8013914,1888447
1.9,3082341.3627866,1660230.5
2,2943216.2691034,1432014
2.1,2805546.7210728,1347897.9
2.2,2672308.7144888,1263781.8
2.3,2546127.7675865,1179665.7
2.4,2428182.7582418,1095549.6
2.5,2318493.3950115,1011433.5
2.6,2216506.8452434,927317.4
2.7,2121491.1559793,843201.3
2.8,2032724.9648303,759085.2
2.9,1949570.7211131,674969.1
3,1871494.5904904,590853
3.1,1798065.7040701,561895
3.2,1728957.1147324,532937
3.3,1663961.9029764,503979
3.4,1602921.607528,475021
3.5,1545655.1311187,446063
3.6,1491941.4717204,417105
3.7,1441534.6390098,388147
3.8,1394183.9540116,359189
3.9,1349648.9487533,330231
4,1307708.1883122,301273
4.1,1268161.9276909,291620.3
4.2,1230819.9790215,281967.6
4.3,1195504.5692848,272314.9
4.4,1162059.2606079,262662.2
4.5,1130349.6082213,253009.5
4.6,1100257.1895708,243356.8
4.7,1071674.3343386,233704.1
4.8,1044501.3733756,224051.4
4.9,1018645.5935369,214398.7
5,994020.9113182,204746
5.1,970547.72071087,198540.8
5.2,948151.3756865,192335.6
5.3,926761.38561583,186130.4
5.4,906311.66653348,179925.2
5.5,886742.08085688,173720
5.6,867998.1853443,167514.8
5.7,850030.59414313,161309.6
5.8,832794.26169195,155104.4
5.9,816247.89804352,148899.2
6,800353.53268338,142694
6.1,785076.18628212,140625.5
6.2,770382.7632017,138557
6.3,756240.57458834,136488.5
6.4,742617.30402363,134420
6.5,729482.11162892,132351.5
6.6,716806.53865369,130283
6.7,704564.76019763,128214.5
6.8,692733.40731324,126146
6.9,681291.24187499,124077.5
7,670218.83523134,122009
7.1,659498.2995403,120630.1
7.2,649113.01900262,119251.2
7.3,639047.34915581,117872.3
7.4,629286.44162323,116493.4
7.5,619816.24744759,115114.5
7.6,610623.57238612,113735.6
7.7,601696.08784816,112356.7
7.8,593022.28890672,110977.8
7.9,584591.42515149,109598.9
8,576393.42645492,108220
8.1,568418.83447705,108220
8.2,560659.40033415,108220
8.3,553105.73969807,108220
8.4,545749.34543125,108220
8.5,538581.89761063,108220
8.6,531595.43134081,108220
8.7,524782.47074492,108220
8.8,518136.07664393,108220
8.9,511649.82845828,108220
9,505317.77488443,108220
9.1,499134.37702493,108220
9.2,493094.45530081,108220
9.3,487193.14390706,108220
9.4,481425.85306014,108220
9.5,475788.23802753,108220
9.6,470276.17367853,108220
9.7,464885.73341379,108220
9.8,459613.17154396,108220
9.9,454454.90839177,108220
10,449407.51756013,108220
10.1,444467.71493805,107530.5
10.2,439632.35076817,106841
10.3,434898.42086055,106151.5
10.4,430263.09112767,105462
10.5,425723.69015151,104772.5
10.6,421277.66300591,104083
10.7,416922.51991793,103393.5
10.8,412655.80507681,102704
10.9,408475.08823441,102014.5
11,404377.97050511,101325
11.1,400362.09544107,101325
11.2,396425.1600089,101325
11.3,392564.91289978,101325
11.4,388779.1342452,101325
11.5,385065.6284243,101325
11.6,381422.248032,101325
11.7,377846.9304981,101325
11.8,374337.7242966,101325
11.9,370892.7970247,101325
12,367510.42936951,101325
12.1,364189.0020185,101325
12.2,360926.98095707,101325
12.3,357722.90409974,101325
12.4,354575.3703486,101325
12.5,351483.03115081,101325
12.6,348444.58419316,101325
12.7,345458.76876029,101325
12.8,342524.36231791,101325
12.9,339640.17796565,101325
13,336805.06249241,101325
13.1,334017.89484151,101325
13.2,331277.58485128,101325
13.3,328583.07217923,101325
13.4,325933.3253483,101325
13.5,323327.34087457,101325
13.6,320764.14245019,101325
13.7,318242.78016471,101325
13.8,315762.32975458,101325
13.9,313321.89187449,101325
14,310920.59138689,101325
14.1,308557.57666804,101325
