time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292870.5300961,4177507
0.3,4291059.235304,4119591
0.4,4287043.0525095,4061675
0.5,4280237.6061404,4003759
0.6,4270369.2546358,3945843
0.7,4257398.945199,3887927
0.8,4241432.6900762,3830011
0.9,4222653.5865203,3772095
1,4201278.4158641,3714179
1.1,4177532.4813039,3485962.5
1.2,4150662.5323834,3257746
1.3,4119077.8131583,3029529.5
1.4,4081281.0330248,2801313
1.5,4036461.1705184,2573096.5
1.6,3984549.5314319,2344880
1.7,3926019.861354,2116663.5
1.8,3861661.1235775,1888447
1.9,3792408.1774614,1660230.5
2,3719237.4271589,1432014
2.1,3643111.1861868,1347897.9
2.2,3565018.6267687,1263781.8
2.3,3485984.124839,1179665.7
2.4,3406972.9270861,1095549.6
2.5,3328785.829092,1011433.5
2.6,3252015.3827396,927317.4
2.7,3177061.1086478,843201.3
2.8,3104171.5069386,759085.2
2.9,3033489.6063511,674969.1
3,2965090.8624828,590853
3.1,2899012.1646129,561895
3.2,2835257.2583079,532937
3.3,2773800.4539948,503979
3.4,2714597.5408936,475021
3.5,2657595.2984502,446063
3.6,2602735.7715873,417105
3.7,2549957.614763,388147
3.8,2499197.0288489,359189
3.9,2450389.1654666,330231
4,2403469.9060568,301273
4.1,2358377.7263403,291620.3
4.2,2315050.1409707,281967.6
4.3,2273417.5710899,272314.9
4.4,2233401.960505,262662.2
4.5,2194920.1445546,253009.5
4.6,2157888.6618179,243356.8
4.7,2122227.4741772,233704.1
4.8,2087862.0273681,224051.4
4.9,2054724.0241133,214398.7
5,2022751.4333066,204746
5.1,1991888.1267002,198540.8
5.2,1962082.7775205,192335.6
5.3,1933287.1919212,186130.4
5.4,1905455.0700599,179925.2
5.5,1878541.7004834,173720
5.6,1852504.2926224,167514.8
5.7,1827302.4605537,161309.6
5.8,1802898.5730152,155104.4
5.9,1779257.8993011,148899.2
6,1756348.5874044,142694
6.1,1734141.536702,140625.5
6.2,1712609.7443383,138557
6.3,1691726.9549127,136488.5
6.4,1671466.3681017,134420
6.5,1651800.1553893,132351.5
6.6,1632699.8063868,130283
6.7,1614136.8802426,128214.5
6.8,1596083.7640507,126146
6.9,1578514.2386348,124077.5
7,1561403.8116589,122009
7.1,1544729.8553173,120630.1
7.2,1528471.7076658,119251.2
7.3,1512610.0106409,117872.3
7.4,1497126.8824548,116493.4
7.5,1482005.5419128,115114.5
7.6,1467230.1948689,113735.6
7.7,1452785.9997257,112356.7
7.8,1438659.0631613,110977.8
7.9,1424836.4322437,109598.9
8,1411306.0692412,108220
8.1,1398056.8084833,108220
8.2,1385078.2489367,108220
8.3,1372360.519118,108220
8.4,1359893.9736045,108220
8.5,1347668.9704793,108220
8.6,1335675.8140835,108220
8.7,1323904.8380221,108220
8.8,1312346.5543787,108220
8.9,1300991.8049339,108220
9,1289831.8796158,108220
9.1,1278858.5919319,108220
9.2,1268064.3148252,108220
9.3,1257441.9856993,108220
9.4,1246985.0899658,108220
9.5,1236687.6310891,108220
9.6,1226544.0931845,108220
9.7,1216549.4004437,108220
9.8,1206698.8762251,108220
9.9,1196988.2035828,108220
10,1187413.3882553,108220
10.1,1177970.7246301,107530.5
10.2,1168656.7711851,106841
10.3,1159468.351159,106151.5
10.4,1150402.5804481,105462
10.5,1141456.8976472,104772.5
10.6,1132629.0681642,104083
10.7,1123917.1543711,103393.5
10.8,1115319.4619086,102704
10.9,1106834.4775907,102014.5
11,1098460.8109067,101325
11.1,1090197.1454294,101325
11.2,1082042.1987617,101325
11.3,1073994.6797792,101325
11.4,1066053.2355658,101325
11.5,1058216.3991186,101325
11.6,1050482.5572106,101325
11.7,1042849.9477221,101325
11.8,1035316.6819323,101325
11.9,1027880.7807059,101325
12,1020540.2141319,101325
12.1,1013292.9377917,101325
12.2,1006136.9224322,101325
12.3,999070.17628537,101325
12.4,992090.76061471,101325
12.5,985196.79962822,101325
12.6,978386.48599992,101325
12.7,971658.0831335,101325
12.8,965009.9251093,101325
12.9,958440.41505448,101325
13,951948.02249583,101325
13.1,945531.28010575,101325
13.2,939188.78013494,101325
13.3,932919.17073631,101325
13.4,926721.15231835,101325
13.5,920593.47401825,101325
13.6,914534.93034999,101325
13.7,908544.35805884,101325
