time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292713.0418754,4177507
0.3,4290395.5798695,4119591
0.4,4285433.6577195,4061675
0.5,4277257.2544426,4003759
0.6,4265662.3028369,3945843
0.7,4250692.9946897,3887927
0.8,4232531.7275873,3830011
0.9,4211424.6346576,3772095
1,4187638.1230869,3714179
1.1,4161435.7846017,3485962.5
1.2,4131756.8227228,3257746
1.3,4096624.9812718,3029529.5
1.4,4054383.0329166,2801313
1.5,4004299.8757793,2573096.5
1.6,3946509.8844125,2344880
1.7,3881714.1825322,2116663.5
1.8,3810904.8356906,1888447
1.9,3735181.3306935,1660230.5
2,3655647.8997731,1432014
2.1,3573364.7857899,1347897.9
2.2,3489431.9870533,1263781.8
2.3,3404990.6169095,1179665.7
2.4,3321086.8524512,1095549.6
2.5,3238547.7531585,1011433.5
2.6,3157947.8571062,927317.4
2.7,3079643.4922275,843201.3
2.8,3003831.1613435,759085.2
2.9,2930602.2805028,674969.1
3,2859985.9826083,590853
3.1,2791979.409707,561895
3.2,2726551.4635001,532937
3.3,2663647.5192203,503979
3.4,2603200.8881812,475021
3.5,2545140.3964133,446063
3.6,2489392.2162893,417105
3.7,2435879.7976452,388147
3.8,2384524.4421802,359189
3.9,2335246.8729677,330231
4,2287969.3011719,301273
4.1,2242617.5620647,291620.3
4.2,2199116.6552465,281967.6
4.3,2157384.7047461,272314.9
4.4,2117332.3084781,262662.2
4.5,2078866.7964398,253009.5
4.6,2041897.2137981,243356.8
4.7,2006337.7153846,233704.1
4.8,1972109.1558807,224051.4
4.9,1939139.4526434,214398.7
5,1907363.3029723,204746
5.1,1876721.6355498,198540.8
5.2,1847160.3180468,192335.6
5.3,1818628.380258,186130.4
5.4,1791076.8379038,179925.2
5.5,1764458.5215637,173720
5.6,1738728.493241,167514.8
5.7,1713844.5332672,161309.6
5.8,1689767.4419903,155104.4
5.9,1666461.1217493,148899.2
6,1643892.4968991,142694
6.1,1622031.3419661,140625.5
6.2,1600849.5430495,138557
6.3,1580319.6744234,136488.5
6.4,1560413.7462282,134420
6.5,1541102.8475998,132351.5
6.6,1522357.6070702,130283
6.7,1504149.1546943,128214.5
6.8,1486449.3619928,126146
6.9,1469231.8679096,124077.5
7,1452472.1771255,122009
7.1,1436147.7427723,120630.1
7.2,1420237.8741842,119251.2
7.3,1404723.4869662,117872.3
7.4,1389586.80641,116493.4
7.5,1374811.1484895,115114.5
7.6,1360380.8141017,113735.6
7.7,1346281.0588689,112356.7
7.8,1332498.087663,110977.8
7.9,1319019.0419281,109598.9
8,1305831.9686785,108220
8.1,1292925.7722727,108220
8.2,1280290.1009916,108220
8.3,1267915.1088556,108220
8.4,1255791.1616128,108220
8.5,1243908.6357721,108220
8.6,1232257.8834012,108220
8.7,1220829.3274695,108220
8.8,1209613.6114587,108220
8.9,1198601.7423642,108220
9,1187785.1969804,108220
9.1,1177155.9848138,108220
9.2,1166706.6730937,108220
9.3,1156430.3834035,108220
9.4,1146320.7693294,108220
9.5,1136371.9827792,108220
9.6,1126578.6345958,108220
9.7,1116935.7533048,108220
9.8,1107438.7444653,108220
9.9,1098083.3520949,108220
10,1088865.6229621,108220
10.1,1079781.8740926,107530.5
10.2,1070828.6697239,106841
10.3,1062002.8223423,106151.5
10.4,1053301.4182727,105462
10.5,1044721.8431503,104772.5
10.6,1036261.7817814,104083
10.7,1027919.1867912,103393.5
10.8,1019692.2268687,102704
10.9,1011579.2292492,102014.5
11,1003578.6270948,101325
11.1,995688.91691836,101325
11.2,987908.62410044,101325
11.3,980236.26569732,101325
11.4,972670.30394263,101325
11.5,965209.10139414,101325
11.6,957850.89543529,101325
11.7,950593.79965086,101325
11.8,943435.82691604,101325
11.9,936374.92364964,101325
12,929409.0058389,101325
12.1,922535.99103806,101325
12.2,915753.823847,101325
12.3,909060.4945249,101325
12.4,902454.05148987,101325
12.5,895932.60885757,101325
12.6,889494.35019757,101325
12.7,883137.52954302,101325
12.8,876860.47049301,101325
12.9,870661.56405412,101325
13,864539.26570148,101325
13.1,858492.09200597,101325
13.2,852518.61707057,101325
13.3,846617.46894213,101325
13.4,840787.32610766,101325
13.5,835026.91414396,101325
13.6,829335.00256053,101325
13.7,823710.40185559,101325
