particle_diameter_1,particle_diameter_2
0.0009,5e-06
0.0009,6.6666666666666675e-06
0.0009,8.333333333333334e-06
0.0009,1e-05
0.0009,1.1666666666666668e-05
0.0009,1.3333333333333333e-05
0.0009,1.5000000000000002e-05
0.0009,1.6666666666666667e-05
0.0009,1.8333333333333336e-05
0.0009,2e-05
0.0008111111111111111,5e-06
0.0008111111111111111,6.6666666666666675e-06
0.0008111111111111111,8.333333333333334e-06
0.0008111111111111111,1e-05
0.0008111111111111111,1.1666666666666668e-05
0.0008111111111111111,1.3333333333333333e-05
0.0008111111111111111,1.5000000000000002e-05
0.0008111111111111111,1.6666666666666667e-05
0.0008111111111111111,1.8333333333333336e-05
0.0008111111111111111,2e-05
0.0007222222222222222,5e-06
0.0007222222222222222,6.6666666666666675e-06
0.0007222222222222222,8.333333333333334e-06
0.0007222222222222222,1e-05
0.0007222222222222222,1.1666666666666668e-05
0.0007222222222222222,1.3333333333333333e-05
0.0007222222222222222,1.5000000000000002e-05
0.0007222222222222222,1.6666666666666667e-05
0.0007222222222222222,1.8333333333333336e-05
0.0007222222222222222,2e-05
0.0006333333333333334,5e-06
0.0006333333333333334,6.6666666666666675e-06
0.0006333333333333334,8.333333333333334e-06
0.0006333333333333334,1e-05
0.0006333333333333334,1.1666666666666668e-05
0.0006333333333333334,1.3333333333333333e-05
0.0006333333333333334,1.5000000000000002e-05
0.0006333333333333334,1.6666666666666667e-05
0.0006333333333333334,1.8333333333333336e-05
0.0006333333333333334,2e-05
0.0005444444444444444,5e-06
0.0005444444444444444,6.6666666666666675e-06
0.0005444444444444444,8.333333333333334e-06
0.0005444444444444444,1e-05
0.0005444444444444444,1.1666666666666668e-05
0.0005444444444444444,1.3333333333333333e-05
0.0005444444444444444,1.5000000000000002e-05
0.0005444444444444444,1.6666666666666667e-05
0.0005444444444444444,1.8333333333333336e-05
0.0005444444444444444,2e-05
0.00045555555555555556,5e-06
0.00045555555555555556,6.6666666666666675e-06
0.00045555555555555556,8.333333333333334e-06
0.00045555555555555556,1e-05
0.00045555555555555556,1.1666666666666668e-05
0.00045555555555555556,1.3333333333333333e-05
0.00045555555555555556,1.5000000000000002e-05
0.00045555555555555556,1.6666666666666667e-05
0.00045555555555555556,1.8333333333333336e-05
0.00045555555555555556,2e-05
0.0003666666666666667,5e-06
0.0003666666666666667,6.6666666666666675e-06
0.0003666666666666667,8.333333333333334e-06
0.0003666666666666667,1e-05
0.0003666666666666667,1.1666666666666668e-05
0.0003666666666666667,1.3333333333333333e-05
0.0003666666666666667,1.5000000000000002e-05
0.0003666666666666667,1.6666666666666667e-05
0.0003666666666666667,1.8333333333333336e-05
0.0003666666666666667,2e-05
0.00027777777777777783,5e-06
0.00027777777777777783,6.6666666666666675e-06
0.00027777777777777783,8.333333333333334e-06
0.00027777777777777783,1e-05
0.00027777777777777783,1.1666666666666668e-05
0.00027777777777777783,1.3333333333333333e-05
0.00027777777777777783,1.5000000000000002e-05
0.00027777777777777783,1.6666666666666667e-05
0.00027777777777777783,1.8333333333333336e-05
0.00027777777777777783,2e-05
0.00018888888888888894,5e-06
0.00018888888888888894,6.6666666666666675e-06
0.00018888888888888894,8.333333333333334e-06
0.00018888888888888894,1e-05
0.00018888888888888894,1.1666666666666668e-05
0.00018888888888888894,1.3333333333333333e-05
0.00018888888888888894,1.5000000000000002e-05
0.00018888888888888894,1.6666666666666667e-05
0.00018888888888888894,1.8333333333333336e-05
0.00018888888888888894,2e-05
0.0001,5e-06
0.0001,6.6666666666666675e-06
0.0001,8.333333333333334e-06
0.0001,1e-05
0.0001,1.1666666666666668e-05
0.0001,1.3333333333333333e-05
0.0001,1.5000000000000002e-05
0.0001,1.6666666666666667e-05
0.0001,1.8333333333333336e-05
0.0001,2e-05
