csv_0
5e-06
5.2105263157895e-06
5.4210526315789e-06
5.6315789473684e-06
5.8421052631579e-06
6.0526315789474e-06
6.2631578947368e-06
6.4736842105263e-06
6.6842105263158e-06
6.8947368421053e-06
7.1052631578947e-06
7.3157894736842e-06
7.5263157894737e-06
7.7368421052632e-06
7.9473684210526e-06
8.1578947368421e-06
8.3684210526316e-06
8.5789473684211e-06
8.7894736842105e-06
9e-06
