time,pellet-inlet-p
0,4293339
1,4293339
2,4292496.1252628
3,4285111.8125564
4,4258098.9720988
5,4199604.741706
6,4107851.2593024
7,3990034.6311929
8,3856581.4327404
9,3716551.0617832
10,3575933.0750645
11,3437776.4741432
12,3303311.2080649
13,3172971.2987572
14,3046746.9522342
15,2924365.2519512
16,2805469.5906067
17,2689735.1610014
18,2576915.5590389
19,2466849.581226
20,2359451.4168809
21,2254696.0428356
22,2152604.5862072
23,2053231.1615051
24,1956651.4285909
25,1862952.7408559
26,1772225.7171821
27,1684557.1379896
28,1600024.1347662
29,1518689.676771
30,1440599.3516135
31,1365779.3975655
32,1294235.8911153
33,1225954.9402351
34,1160903.6947965
35,1099031.9670264
36,1040274.2572744
37,984552.50118933
38,931776.82291983
39,881849.40434871
40,834666.04419429
41,790118.08003194
42,748094.08809067
43,708481.35195997
44,671167.10515351
45,636039.56150838
46,602988.7526328
47,571907.19402888
48,542690.40196808
49,515237.28237541
50,489450.41140499
51,465236.22543569
52,442505.13613309
53,421171.58417354
54,401154.04330228
55,382374.98464941
56,364760.80967494
57,348241.75875685
58,332751.80126439
59,318228.51195598
60,304612.93768915
61,291849.45770988
62,279885.64018257
63,268672.09711398
64,258162.33939913
65,248312.63336347
66,239081.85988029
67,230431.37689838
68,222324.88601219
69,214728.30354017
70,207609.63643938
71,200938.86327225
72,194687.82034968
73,188830.6203464
74,183341.90083027
75,178198.44663473
76,173378.49633422
77,168861.65402895
78,164628.80591853
79,160662.0415043
80,156944.57924566
81,153460.69648713
82,150195.66346893
83,147135.68123219
84,144267.8232301
85,141579.98045883
86,139060.80992481
87,136699.68626984
88,134486.65638068
89,132412.39681541
90,130468.17388568
91,128645.80624009
92,126937.62980106
93,125336.46491452
94,123835.58557833
95,122428.69062258
96,121109.87672135
97,119873.61312217
98,118714.71798588
99,117628.33623556
100,116609.91881924
101,115655.20329668
102,114760.19566606
103,113921.15335125
104,113134.5692757
105,112397.156953
106,111705.83652918
107,111057.72171537
108,110450.10755377
109,109880.97171486
110,109347.36148205
111,108847.05603881
112,108377.97377468
113,107938.1635176
114,107525.79632305
115,107139.15778417
116,106776.6408293
117,106436.7389757
118,106118.04001011
119,105819.22006887
120,105539.0380921
121,105276.33062799
122,105030.00696505
123,104799.04457118
124,104582.48482029
125,104379.42898805
126,104189.03449966
127,104010.51141375
128,103843.11912735
129,103686.16328802
130,103538.99289985
131,103400.99761132
132,103271.60517331
133,103150.27905659
134,103036.51621884
135,102929.8450115
136,102829.82321798
137,102736.03621461
138,102648.09524692
139,102565.63581377
140,102488.31615262
141,102415.81581963
142,102347.83435855
143,102284.09005296
144,102224.31875639
145,102168.7777162
146,102116.66712898
147,102067.77507997
148,102021.90274973
149,101978.8636043
150,101938.48263557
151,101900.59564866
152,101865.04859348
153,101831.69693762
154,101800.40507806
155,101771.04578927
156,101743.49970543
157,101717.65483474
158,101693.40610367
159,101670.65492949
160,101649.30881916
161,101629.28099303
162,101610.49003188
163,101592.85954566
164,101576.3178628
165,101560.79773869
166,101546.23608216
167,101532.57369894
168,101519.75505085
169,101507.72802999
170,101496.44374684
171,101485.85633141
172,101475.92274677
173,101466.60261401
174,101457.85804808
175,101449.65350372
176,101441.95563098
177,101434.73313959
178,101427.95667173
179,101421.59868272
180,101415.633329
181,101410.54517831
182,101405.74267867
183,101401.20979321
184,101396.93138543
185,101392.89316864
186,101389.08165828
187,101385.48412681
188,101382.08856128
189,101378.88362314
190,101375.85861045
191,101373.00342206
192,101370.30852394
193,101367.76491731
194,101365.3641086
195,101363.09808106
196,101360.95926805
197,101358.94052769
198,101357.03511907
199,101355.23667974
200,101353.53920441
