time,pellet-inlet-p
0,4293339
1,4293339
2,4293326.7472807
3,4293267.8989932
4,4293254.8450057
5,4293679.838789
6,4294799.8242077
7,4296289.8576902
8,4297312.9841124
9,4296908.3098532
10,4294320.0393203
11,4289124.5593022
12,4281197.1407407
13,4270607.0665888
14,4257528.9754391
15,4242188.1115297
16,4224823.8322071
17,4205666.1416034
18,4184923.7192806
19,4162780.1644026
20,4139394.8103004
21,4114905.4833183
22,4089431.7328225
23,4063077.8547475
24,4035935.4708405
25,4008085.6340939
26,3979600.5137582
27,3950544.736068
28,3920976.4540752
29,3890948.2084792
30,3860507.6284364
31,3829698.0098294
32,3798558.799164
33,3767126.0040811
34,3735432.5460786
35,3703508.5670614
36,3671381.6984189
37,3639077.2992077
38,3606618.6684631
39,3574027.2355324
40,3541322.7314937
41,3508523.3441035
42,3475645.8582652
43,3442705.7836593
44,3409717.4709152
45,3376694.2174975
46,3343648.3643201
47,3310591.38397
48,3277533.9613193
49,3244486.0672121
50,3211457.0258457
51,3178455.5763939
52,3145489.9293736
53,3112567.8182008
54,3079696.546344
55,3046883.0304434
56,3014133.8397298
57,2981455.2320467
58,2948853.1867513
59,2916333.4347442
60,2883901.4858551
61,2851562.6537894
62,2819322.0788231
63,2787184.7484136
64,2755155.5158795
65,2723239.1172868
66,2691440.1866657
67,2659763.2696697
68,2628212.835777
69,2596793.2891268
70,2565508.9780684
71,2534364.2034989
72,2503363.2260547
73,2472510.2722145
74,2441809.5393701
75,2411265.1999116
76,2380881.4043731
77,2350662.2836805
78,2320611.9505397
79,2290734.5000035
80,2261034.0092525
81,2231514.5366253
82,2202180.1199356
83,2173034.7741086
84,2144082.4881788
85,2115327.2216839
86,2086772.900498
87,2058423.4121468
88,2030282.6006493
89,2002354.2609347
90,1974642.1328858
91,1947149.89506
92,1919881.1581454
93,1892839.4582082
94,1866028.2497916
95,1839450.8989254
96,1813110.6761098
97,1787010.749333
98,1761154.1771844
99,1735543.9021248
100,1710182.7439694
101,1685073.3936425
102,1660218.4072537
103,1635620.2005479
104,1611281.0437711
105,1587203.0569937
106,1563388.2059256
107,1539838.2982523
108,1516554.9805151
109,1493539.735554
110,1470793.8805227
111,1448318.5654838
112,1426114.7725813
113,1404183.3157867
114,1382524.8412068
115,1361139.8279375
116,1340028.5894433
117,1319191.2754393
118,1298627.8742472
119,1278338.2155959
120,1258321.9738347
121,1238578.6715233
122,1219107.6833657
123,1199908.2404498
124,1180979.4347574
125,1162320.2239092
126,1143929.4361072
127,1125805.7752428
128,1107947.8261344
129,1090354.0598646
130,1073022.8391856
131,1055952.4239647
132,1039141.1279466
133,1022586.8656655
134,1006287.6210767
135,990241.29693519
136,974445.72008414
137,958898.64665429
138,943597.76716067
139,928540.71148328
140,913725.05372125
141,899148.31691149
142,884807.97760422
143,870701.47028965
144,856826.19167082
145,843179.50477953
146,829758.74293293
147,816561.21352942
148,803584.20168386
149,790824.97370229
150,778280.78039755
151,765948.86024765
152,753826.44239935
153,741910.74951974
154,730199.00049924
155,718688.4130096
156,707376.20592084
157,696259.60158114
158,685335.82796419
159,674602.12068819
160,664055.72491116
161,653693.897107
162,643513.90672702
163,633513.03775132
164,623688.59013465
165,614037.88115127
166,604558.24664309
167,595247.04217559
168,586101.64410555
169,577119.45056492
170,568297.8823647
171,559634.38382282
172,551126.42351973
173,542771.49498542
174,534567.11732133
175,526510.83576059
176,518600.22216989
177,510832.87549595
178,503206.42215989
179,495718.51640215
180,488366.84058076
181,481149.10542576
182,474063.05025216
183,467106.44313383
184,460277.08104079
185,453572.78994194
186,446991.42487541
187,440530.86998852
188,434189.03854918
189,427963.87293066
190,421853.34457136
191,415855.45391123
192,409968.2303064
193,404189.7319235
194,398518.04561507
195,392951.28677736
196,387487.59919181
197,382125.15485137
198,376862.15377282
199,371696.82379617
200,366627.42037206
