time,pellet-inlet-p
0,4293339
1,4293339
2,4293333.4037511
3,4293285.420547
4,4293123.6861792
5,4292975.3971319
6,4293203.4800332
7,4294099.7657058
8,4295630.6381234
9,4297443.529235
10,4299034.9993493
11,4299918.9578532
12,4299721.9630463
13,4298201.2937331
14,4295224.0690969
15,4290741.2967801
16,4284763.6805495
17,4277340.1712331
18,4268541.1653064
19,4258446.956646
20,4247140.6009517
21,4234703.8812309
22,4221215.2253061
23,4206748.7649376
24,4191374.0259504
25,4175155.9487249
26,4158155.0700288
27,4140427.7746349
28,4122026.5689428
29,4103000.3528291
30,4083394.678764
31,4063251.9938821
32,4042611.864005
33,4021511.1801749
34,3999984.3488968
35,3978063.4674914
36,3955778.4859356
37,3933157.3564688
38,3910226.1721046
39,3887009.2950556
40,3863529.4759556
41,3839807.9646581
42,3815864.6132988
43,3791717.9722319
44,3767385.379387
45,3742883.0435371
46,3718226.1219227
47,3693428.792635
48,3668504.3221287
49,3643465.1282026
50,3618322.8387603
51,3593088.3466394
52,3567771.860776
53,3542382.9539508
54,3516930.6073485
55,3491423.2521424
56,3465868.8083036
57,3440274.7208209
58,3414647.9935023
59,3388995.2205209
60,3363322.6158541
61,3337636.0407568
62,3311941.0293983
63,3286242.8127864
64,3260546.3410906
65,3234856.3044715
66,3209177.1525154
67,3183513.1123655
68,3157868.205636
69,3132246.26419
70,3106650.9448543
71,3081085.7431423
72,3055554.0060483
73,3030058.9439743
74,3004603.641845
75,2979191.0694629
76,2953824.0911529
77,2928505.4747396
78,2903237.8999008
79,2878023.9659346
80,2852866.1989769
81,2827767.0587019
82,2802728.9445362
83,2777754.2014165
84,2752845.1251139
85,2728003.9671536
86,2703232.9393473
87,2678534.2179637
88,2653909.9475524
89,2629362.2444408
90,2604893.1999194
91,2580504.8831303
92,2556199.3436723
93,2531978.6139358
94,2507844.7111785
95,2483799.6393525
96,2459845.3906933
97,2435983.9470785
98,2412217.2811671
99,2388547.357324
100,2364976.1323408
101,2341505.5559569
102,2318137.5711906
103,2294874.114484
104,2271717.1156706
105,2248668.4977699
106,2225730.1766175
107,2202904.060335
108,2180192.0486473
109,2157596.0320544
110,2135117.8908632
111,2112759.4940873
112,2090522.6982226
113,2068409.3459049
114,2046421.2644591
115,2024560.2643472
116,2002828.1375248
117,1981226.6557145
118,1959757.5686055
119,1938422.6019898
120,1917223.4558448
121,1896161.8023722
122,1875239.2840043
123,1854457.5113882
124,1833818.0613586
125,1813322.4749102
126,1792972.2551813
127,1772768.8654576
128,1752713.7272092
129,1732808.2181696
130,1713053.6704674
131,1693451.3688208
132,1674002.5488036
133,1654708.3951922
134,1635570.0404017
135,1616588.5630185
136,1597764.9864368
137,1579100.2776045
138,1560595.3458854
139,1542251.0420403
140,1524068.1573336
141,1506047.4227651
142,1488189.5084325
143,1470495.0230239
144,1452964.5134411
145,1435598.4645543
146,1418397.2990868
147,1401361.3776274
148,1384490.998769
149,1367786.3993697
150,1351247.7549332
151,1334875.1801035
152,1318668.7292711
153,1302628.3972828
154,1286754.1202523
155,1271045.7764639
156,1255503.1873654
157,1240126.1186413
158,1224914.2813622
159,1209867.3332032
160,1194984.879725
161,1180266.4757107
162,1165711.626553
163,1151319.7896848
164,1137090.3760469
165,1123022.751588
166,1109116.23879
167,1095370.1182131
168,1081783.630057
169,1068355.9757309
170,1055086.3194291
171,1041973.9077199
172,1029017.7142677
173,1016216.801086
174,1003570.1992415
175,991076.91039339
176,978735.90831493
177,966546.14039418
178,954506.5291123
179,942615.97349617
180,930873.35054385
181,919277.51662082
182,907827.30882563
183,896521.54632347
184,885359.03164672
185,874338.55196132
186,863458.88029848
187,852718.77675083
188,842116.98963283
189,831652.25660512
190,821323.30576247
191,811128.85668561
192,801067.62145676
193,791138.30563922
194,781339.60922121
195,771670.22752436
196,762128.85207731
197,752714.1714549
198,743424.87208347
199,734259.63901293
200,725217.15665632
