time,pellet-inlet-p
0,4293339
1,4293339
2,4293328.6569309
3,4293311.7945137
4,4293527.6618684
5,4294347.025119
6,4295535.7954762
7,4296035.2865201
8,4294449.322129
9,4289641.8959541
10,4281015.5983012
11,4268482.5610994
12,4252286.2898692
13,4232816.0872825
14,4210500.0839112
15,4185753.82028
16,4158951.4918167
17,4130413.2688477
18,4100405.0467462
19,4069144.9352838
20,4036811.8362644
21,4003553.5944231
22,3969493.7834968
23,3934737.0056051
24,3899372.9036904
25,3863479.1635683
26,3827123.7603428
27,3790366.6533192
28,3753261.0825262
29,3715854.577767
30,3678189.7590754
31,3640304.9841898
32,3602234.8821653
33,3564010.8007204
34,3525661.1869206
35,3487211.9152621
36,3448686.5733888
37,3410106.7130079
38,3371492.0717069
39,3332860.7700561
40,3294229.4874429
41,3255613.6194019
42,3217027.4186986
43,3178484.1220538
44,3139996.0640958
45,3101574.7799087
46,3063231.0973527
47,3024975.2201896
48,2986816.8029157
49,2948765.0180991
50,2910828.6169269
51,2873015.9835866
52,2835335.1840349
53,2797794.0096456
54,2760400.0161707
55,2723160.5584023
56,2686082.8208732
57,2649173.8449007
58,2612440.5522374
59,2575889.7655638
60,2539528.2260301
61,2503362.608029
62,2467399.5313618
63,2431645.5709409
64,2396107.2641585
65,2360791.1160382
66,2325703.6022783
67,2290851.1702893
68,2256240.2383222
69,2221877.192787
70,2187768.383857
71,2153920.1194622
72,2120338.6577753
73,2087030.1983046
74,2054000.8717116
75,2021256.7284825
76,1988803.7265902
77,1956647.7182925
78,1924794.4362202
79,1893249.4789181
80,1862018.2960059
81,1831106.1731325
82,1800518.2168999
83,1770259.3399319
84,1740334.2462627
85,1710747.4172147
86,1681503.0979271
87,1652605.2846897
88,1624057.7132198
89,1595863.8480091
90,1568026.8728495
91,1540549.6826289
92,1513434.8764691
93,1486684.7522576
94,1460301.3026072
95,1434286.2122538
96,1408640.8568876
97,1383366.3033929
98,1358463.3114557
99,1333932.3364816
100,1309773.533758
101,1285986.7637779
102,1262571.598637
103,1239527.3294094
104,1216852.9744003
105,1194547.2881717
106,1172608.7712381
107,1151035.6803274
108,1129826.0391053
109,1108977.6492656
110,1088488.1018914
111,1068354.789
112,1048574.9151876
113,1029145.6841636
114,1010063.7795282
115,991325.91347475
116,972928.6569422
117,954868.45075497
118,937141.61650909
119,919744.36716704
120,902672.81733125
121,885922.99317214
122,869490.84199114
123,853372.24140425
124,837563.00813569
125,822058.90641509
126,806855.65597501
127,791948.93964884
128,777334.41057137
129,763007.69898704
130,748964.41867236
131,735200.17298103
132,721710.5605213
133,708491.18047638
134,695537.63757951
135,682845.54675583
136,670410.53744394
137,658228.25760998
138,646294.37746748
139,634604.5929162
140,623154.62871313
141,611940.24138866
142,600957.22192072
143,590201.39817948
144,579668.63715477
145,569354.84697816
146,559255.9787512
147,549368.02819077
148,539687.03710244
149,530209.09469183
150,520930.33872401
151,511846.95654014
152,502955.18594041
153,494251.31594174
154,485731.68741844
155,477392.69363339
156,469230.78066726
157,461242.44775245
158,453424.24751859
159,445772.78615553
160,438284.72349994
161,430956.77305086
162,423785.70191954
163,416768.33071851
164,409901.53339438
165,403182.23700898
166,396607.42147269
167,390174.11923406
168,383879.41492922
169,377720.44499447
170,371694.39724545
171,365798.51042567
172,360030.07372735
173,354386.4262872
174,348864.95665958
175,343463.10226942
176,338178.34884704
177,333008.22984686
178,327950.32585196
179,323002.26396628
180,318161.71719603
181,313426.40382192
182,308794.08676362
183,304262.57293786
184,299829.7126113
185,295493.3987494
186,291251.56636244
187,287102.19184954
188,283043.29234173
189,279072.92504485
190,275189.18658321
191,271390.21234454
192,267674.17582714
193,264039.28798963
194,260483.79660413
195,257005.98561312
196,253604.17449076
197,250276.7176088
198,247022.00360785
199,243838.45477399
200,240724.5264214
