time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292814.5062871,4177507
0.3,4290820.2898044,4119591
0.4,4286457.9794505,4061675
0.5,4279145.733261,4003759
0.6,4268634.0500929,3945843
0.7,4254914.2205834,3887927
0.8,4238120.7597909,3830011
0.9,4218460.6398725,3772095
1,4196169.6396667,3714179
1.1,4171487.84277,3485962.5
1.2,4143553.8926166,3257746
1.3,4110635.0716494,3029529.5
1.4,4071169.8282996,2801313
1.5,4024371.2756909,2573096.5
1.6,3970243.0503394,2344880
1.7,3909342.8188193,2116663.5
1.8,3842536.0261958,1888447
1.9,3770820.399617,1660230.5
2,3695221.67701,1432014
2.1,3616740.2805154,1347897.9
2.2,3536407.1160372,1263781.8
2.3,3455290.4246554,1179665.7
2.4,3374386.8715756,1095549.6
2.5,3294508.8727757,1011433.5
2.6,3216243.8773403,927317.4
2.7,3139976.5181933,843201.3
2.8,3065936.6379808,759085.2
2.9,2994248.2495254,674969.1
3,2924969.6533442,590853
3.1,2858122.8644714,561895
3.2,2793698.4591921,532937
3.3,2731659.632099,503979
3.4,2671953.4132175,475021
3.5,2614519.5738313,446063
3.6,2559294.0273451,417105
3.7,2506209.624705,388147
3.8,2455196.9211475,359189
3.9,2406185.6164909,330231
4,2359106.4282697,301273
4.1,2313893.037682,291620.3
4.2,2270478.2490494,281967.6
4.3,2228787.7696899,272314.9
4.4,2188739.1541589,262662.2
4.5,2150245.5115972,253009.5
4.6,2113220.4113858,243356.8
4.7,2077581.5006596,233704.1
4.8,2043252.3950075,224051.4
4.9,2010163.2959532,214398.7
5,1978250.8854722,204746
5.1,1947457.8875579,198540.8
5.2,1917731.8891892,192335.6
5.3,1889023.6237895,186130.4
5.4,1861285.7507132,179925.2
5.5,1834472.5997964,173720
5.6,1808540.5381133,167514.8
5.7,1783448.4578246,161309.6
5.8,1759158.1097435,155104.4
5.9,1735634.225648,148899.2
6,1712844.4742037,142694
6.1,1690759.3161744,140625.5
6.2,1669351.3170205,138557
6.3,1648593.7652239,136488.5
6.4,1628459.3915245,134420
6.5,1608919.9329497,132351.5
6.6,1589946.5246927,130283
6.7,1571510.4724873,128214.5
6.8,1553584.0074383,126146
6.9,1536140.8338861,124077.5
7,1519156.5931852,122009
7.1,1502608.513201,120630.1
7.2,1486475.8202472,119251.2
7.3,1470739.3481129,117872.3
7.4,1455381.2495148,116493.4
7.5,1440384.774907,115114.5
7.6,1425734.1616717,113735.6
7.7,1411414.6012817,112356.7
7.8,1397412.2346491,110977.8
7.9,1383714.1424395,109598.9
8,1370308.3176159,108220
8.1,1357183.6202513,108220
8.2,1344329.6675419,108220
8.3,1331736.596953,108220
8.4,1319394.765687,108220
8.5,1307294.5360713,108220
8.6,1295426.2269329,108220
8.7,1283780.2018312,108220
8.8,1272347.0189805,108220
8.9,1261117.5797566,108220
9,1250083.2427472,108220
9.1,1239235.8944888,108220
9.2,1228567.9811555,108220
9.3,1218072.510285,108220
9.4,1207743.0319503,108220
9.5,1197573.60725,108220
9.6,1187558.7700214,108220
9.7,1177693.4858954,108220
9.8,1167973.1113881,108220
9.9,1158393.3546907,108220
10,1148950.2390908,108220
10.1,1139640.0694723,107530.5
10.2,1130459.4083106,106841
10.3,1121405.0765118,106151.5
10.4,1112474.1804878,105462
10.5,1103664.1404746,104772.5
10.6,1094972.6929683,104083
10.7,1086397.8601891,103393.5
10.8,1077937.897002,102704
10.9,1069591.2304688,102014.5
11,1061356.4035327,101325
11.1,1053232.0287014,101325
11.2,1045216.7501224,101325
11.3,1037309.202952,101325
11.4,1029507.9627985,101325
11.5,1021811.4962915,101325
11.6,1014218.131548,101325
11.7,1006726.0571491,101325
11.8,999333.34484833,101325
11.9,992037.98511783,101325
12,984837.9254791,101325
12.1,977731.1051866,101325
12.2,970715.48332149,101325
12.3,963789.05970097,101325
12.4,956949.88925566,101325
12.5,950196.09102312,101325
12.6,943525.8529798,101325
12.7,936937.43380941,101325
12.8,930429.16251155,101325
12.9,923999.4365555,101325
13,917646.71910891,101325
13.1,911369.53572752,101325
13.2,905166.47078015,101325
13.3,899036.16379866,101325
13.4,892977.30587996,101325
13.5,886988.6362218,101325
13.6,881068.93884168,101325
13.7,875217.03950567,101325
