time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292139.2900282,4177507
0.3,4288131.1359773,4119591
0.4,4280221.0412158,4061675
0.5,4267996.4838766,4003759
0.6,4251515.7598528,3945843
0.7,4231078.2157533,3887927
0.8,4207075.6906723,3830011
0.9,4179914.7187763,3772095
1,4149981.0844335,3714179
1.1,4117626.1968211,3485962.5
1.2,4080606.5584,3257746
1.3,4035810.4021196,3029529.5
1.4,3981357.1218518,2801313
1.5,3916979.2615709,2573096.5
1.6,3843507.9011535,2344880
1.7,3762304.5229818,2116663.5
1.8,3674893.8641725,1888447
1.9,3582776.5409778,1660230.5
2,3487350.9997423,1432014
2.1,3389892.8055344,1347897.9
2.2,3291813.5825963,1263781.8
2.3,3194576.699092,1179665.7
2.4,3099403.0524613,1095549.6
2.5,3007117.9399974,1011433.5
2.6,2918177.7683064,927317.4
2.7,2832772.5256746,843201.3
2.8,2750927.7781948,759085.2
2.9,2672580.3817825,674969.1
3,2597627.640113,590853
3.1,2525958.1589524,561895
3.2,2457451.6097816,532937
3.3,2391986.975825,503979
3.4,2329449.9727996,475021
3.5,2269730.5770481,446063
3.6,2212717.3172732,417105
3.7,2158294.7809565,388147
3.8,2106344.8483539,359189
3.9,2056749.7736546,330231
4,2009395.5574805,301273
4.1,1964174.653816,291620.3
4.2,1920980.1470425,281967.6
4.3,1879700.1806999,272314.9
4.4,1840219.9130945,262662.2
4.5,1802427.008615,253009.5
4.6,1766215.9092104,243356.8
4.7,1731489.7065227,233704.1
4.8,1698160.3396621,224051.4
4.9,1666148.009334,214398.7
5,1635380.3515072,204746
5.1,1605791.6178735,198540.8
5.2,1577321.0996691,192335.6
5.3,1549911.3266941,186130.4
5.4,1523507.2177604,179925.2
5.5,1498056.2445389,173720
5.6,1473508.9515617,167514.8
5.7,1449819.3411067,161309.6
5.8,1426944.9895577,155104.4
5.9,1404846.9507493,148899.2
6,1383489.5404209,142694
6.1,1362840.0750168,140625.5
6.2,1342868.1577939,138557
6.3,1323543.6491735,136488.5
6.4,1304836.196603,134420
6.5,1286715.0089738,132351.5
6.6,1269149.5115795,130283
6.7,1252110.1420353,128214.5
6.8,1235568.9579829,126146
6.9,1219499.9728915,124077.5
7,1203879.2630515,122009
7.1,1188684.9219008,120630.1
7.2,1173896.8744901,119251.2
7.3,1159496.5763476,117872.3
7.4,1145466.7150714,116493.4
7.5,1131791.0184966,115114.5
7.6,1118454.1744885,113735.6
7.7,1105441.8096435,112356.7
7.8,1092740.4779271,110977.8
7.9,1080337.6354426,109598.9
8,1068221.5970303,108220
8.1,1056381.4792956,108220
8.2,1044807.0816329,108220
8.3,1033488.6592723,108220
8.4,1022416.6726756,108220
8.5,1011581.6472109,108220
8.6,1000974.1836465,108220
8.7,990585.06628665,108220
8.8,980405.39576071,108220
8.9,970426.6989281,108220
9,960640.99845232,108220
9.1,951040.84324205,108220
9.2,941619.308535,108220
9.3,932369.97554511,108220
9.4,923286.89904349,108220
9.5,914364.56903148,108220
9.6,905597.87065417,108220
9.7,896982.04494732,108220
9.8,888512.6519067,108220
9.9,880185.53663038,108220
10,871996.79881224,108220
10.1,863942.76557858,107530.5
10.2,856019.97290886,106841
10.3,848225.1669079,106151.5
10.4,840555.32233747,105462
10.5,833007.65656764,104772.5
10.6,825579.62076117,104083
10.7,818268.86805202,103393.5
10.8,811073.20995018,102704
10.9,803990.57264673,102014.5
11,797018.96020251,101325
11.1,790156.42697728,101325
11.2,783401.05632807,101325
11.3,776750.93644391,101325
11.4,770204.12926151,101325
11.5,763758.64254262,101325
11.6,757412.41831749,101325
11.7,751163.34110435,101325
11.8,745009.25980621,101325
11.9,738948.01457012,101325
12,732977.46207247,101325
12.1,727095.49595349,101325
12.2,721300.06156823,101325
12.3,715589.16554061,101325
12.4,709960.88111428,101325
12.5,704413.35035546,101325
12.6,698944.78413068,101325
12.7,693553.46059323,101325
12.8,688237.72273002,101325
12.9,682995.97536702,101325
13,677826.6819118,101325
13.1,672728.36102222,101325
13.2,667699.58332485,101325
13.3,662738.96826048,101325
13.4,657845.18110181,101325
13.5,653016.9301661,101325
13.6,648252.96423087,101325
13.7,643552.0701511,101325
13.8,638913.07067029,101325
13.9,634334.82241437,101325
