time,Re,inlet-p,outlet-p,time
0,0,4293339,4320918,0
0.1,0,4293339,4113385.7,0.1
0.2,9.7233446344962,4295391.8309492,3905853.4,0.2
0.3,21.509034309045,4294650.9902287,3698321.1,0.3
0.4,32.649234708986,4284616.8490566,3490788.8,0.4
0.5,42.546498521427,4262240.102089,3283256.5,0.5
0.6,51.075284257407,4227413.4355654,3075724.2,0.6
0.7,58.288612905682,4181425.691932,2868191.9,0.7
0.8,64.302271480974,4126031.2905,2660659.6,0.8
0.9,69.246528051836,4063037.4108712,2453127.3,0.9
1,73.247046525609,3994150.140834,2245595,1
1.1,76.418312219844,3920932.8794314,2110457.7,1.1
1.2,76.926860474954,3843329.0979414,1975320.4,1.2
1.3,76.722134639021,3762350.2861493,1840183.1,1.3
1.4,76.160456200473,3680150.1551012,1705045.8,1.4
1.5,75.406519269027,3598411.5467547,1569908.5,1.5
1.6,74.543510346212,3518175.9742587,1434771.2,1.6
1.7,73.614055397401,3440083.1110295,1299633.9,1.7
1.8,72.641406501914,3364569.2547397,1164496.6,1.8
1.9,71.640249901261,3291984.0224358,1029359.3,1.9
2,70.622321939332,3222656.3990426,894222,2
2.1,69.599609405995,3156936.2383825,843890.3,2.1
2.2,67.608557354918,3094019.2171007,793558.6,2.2
2.3,65.522931686154,3032325.213252,743226.9,2.3
2.4,63.449777843735,2971880.7835573,692895.2,2.4
2.5,61.445183361883,2913267.4511225,642563.5,2.5
2.6,59.541769168509,2856984.4385815,592231.8,2.6
2.7,57.755651493953,2803347.9580564,541900.1,2.7
2.8,56.092964881299,2752538.391347,491568.4,2.8
2.9,54.55449352274,2704657.1765478,441236.7,2.9
3,53.138545714728,2659767.8445601,390905,3
3.1,51.842666397839,2617922.8052296,375736.5,3.1
3.2,50.430722386304,2578946.694927,360568,3.2
3.3,49.084572360121,2541910.3975861,345399.5,3.3
3.4,47.803053284245,2506322.6821839,330231,3.4
3.5,46.583868228507,2472056.0855078,315062.5,3.5
