time,inlet-p,outlet-p,time
0,7002980,7002980,0
10,5148554.0657561,101325,10
20,3772270.5725117,101325,20
30,2965173.0877136,101325,30
40,2437230.9895653,101325,40
50,2066566.7499054,101325,50
60,1792671.4946433,101325,60
70,1582350.1529348,101325,70
80,1416039.0805335,101325,80
90,1281224.0049284,101325,90
100,1169788.2612588,101325,100
110,1076172.6636095,101325,110
120,996444.92242068,101325,120
130,927746.75811923,101325,130
140,867951.60370883,101325,140
150,815445.09359776,101325,150
160,768979.94693802,101325,160
170,727577.45282513,101325,170
180,690459.01198981,101325,180
190,656997.56971098,101325,190
200,626682.51767567,101325,200
210,599093.90499349,101325,210
220,573883.20315277,101325,220
230,550758.7628737,101325,230
240,529474.68123677,101325,240
250,509873.46769752,101325,250
260,491829.02122032,101325,260
270,475062.61662596,101325,270
280,459445.00384838,101325,280
290,444863.77065056,101325,290
300,431220.68986043,101325,300
310,418429.55241822,101325,310
320,406414.3855635,101325,320
330,395107.97864149,101325,330
340,384450.65634247,101325,340
350,374389.252274,101325,350
360,364876.2457357,101325,360
370,355869.03222352,101325,370
380,347329.30411737,101325,380
390,339222.52262493,101325,390
400,331517.46567931,101325,400
410,324185.83935073,101325,410
420,317201.9426062,101325,420
430,310542.37706851,101325,430
440,304185.79488557,101325,440
450,298112.67899994,101325,450
460,292305.15106552,101325,460
470,286746.80303813,101325,470
480,281422.54910634,101325,480
490,276318.49515403,101325,490
500,271421.82338126,101325,500
510,266720.69006941,101325,510
520,262204.13477715,101325,520
530,257861.999504,101325,530
540,253684.85656833,101325,540
550,249663.94412375,101325,550
560,245791.10838669,101325,560
570,242058.75177452,101325,570
580,238459.78626087,101325,580
590,234987.59134612,101325,590
600,231635.97611918,101325,600
610,228399.14495346,101325,610
620,225271.66643742,101325,620
630,222248.44518958,101325,630
640,219324.69625028,101325,640
650,216495.92177969,101325,650
660,213757.88982341,101325,660
670,211106.61493472,101325,670
680,208538.34046696,101325,680
690,206049.52237053,101325,690
700,203636.81434742,101325,700
710,201297.05423246,101325,710
720,199027.25148477,101325,720
730,196824.57568512,101325,730
740,194686.34594621,101325,740
750,192610.02115241,101325,750
760,190593.19095421,101325,760
770,188792.01361509,101325,770
780,187054.54033272,101325,780
790,185361.11702252,101325,790
800,183710.25232631,101325,800
810,182100.52077438,101325,810
820,180530.55917523,101325,820
830,178999.06323837,101325,830
840,177504.78441575,101325,840
850,176046.52694571,101325,850
860,174623.14508397,101325,860
870,173233.54050803,101325,870
880,171876.65988206,101325,880
890,170551.49257069,101325,890
900,169257.0684912,101325,900
910,167992.45609426,101325,910
920,166756.76046433,101325,920
930,165549.12153153,101325,930
940,164368.71238733,101325,940
950,163214.73769718,101325,950
960,162086.43220355,101325,960
970,160983.05931343,101325,970
980,159903.90976483,101325,980
990,158848.30036715,101325,990
1000,157815.57281064,101325,1000
1010,156805.09254061,101325,1010
1020,155816.24769236,101325,1020
1030,154848.448083,101325,1030
1040,153901.12425656,101325,1040
1050,152973.72657932,101325,1050
1060,152065.72438218,101325,1060
1070,151176.60514723,101325,1070
1080,150305.87373597,101325,1080
1090,149453.05165662,101325,1090
1100,148617.67636835,101325,1100
1110,147799.30062009,101325,1110
1120,146997.49182218,101325,1120
1130,146211.83144873,101325,1130
1140,145441.91446911,101325,1140
1150,144687.34880687,101325,1150
1160,143947.75482459,101325,1160
1170,143222.76483316,101325,1170
1180,142512.0226242,101325,1180
1190,141815.18302436,101325,1190
1200,141131.91147028,101325,1200
1210,140461.88360317,101325,1210
1220,139804.78488179,101325,1220
1230,139160.31021316,101325,1230
1240,138528.16359969,101325,1240
1250,137908.05780227,101325,1250
1260,137299.71401814,101325,1260
1270,136702.861573,101325,1270
1280,136117.2376266,101325,1280
1290,135542.58689103,101325,1290
1300,134978.66136122,101325,1300
1310,134425.22005687,101325,1310
1320,133882.02877542,101325,1320
1330,133348.85985537,101325,1330
1340,132825.49194954,101325,1340
1350,132311.70980774,101325,1350
1360,131807.30406841,101325,1360
1370,131312.07105877,101325,1370
1380,130825.81260319,101325,1380
1390,130348.3358392,101325,1390
1400,129879.45304096,101325,1400
1410,129418.98144973,101325,1410
1420,128966.7431111,101325,1420
1430,128522.56471858,101325,1430
1440,128086.27746333,101325,1440
1450,127657.71688971,101325,1450
1460,127236.72275642,101325,1460
1470,126823.13890297,101325,1470
1480,126416.81312117,101325,1480
1490,126017.59703158,101325,1490
1500,125625.34596455,101325,1500
1510,125239.91884568,101325,1510
1520,124861.17808558,101325,1520
1530,124488.98947371,101325,1530
1540,124123.22207602,101325,1540
1550,123763.74813642,101325,1550
1560,123410.44298176,101325,1560
1570,123063.18493025,101325,1570
1580,122721.85520313,101325,1580
1590,122386.33783953,101325,1590
1600,122056.51961429,101325,1600
1610,121732.28995865,101325,1610
1620,121413.54088379,101325,1620
1630,121100.16690695,101325,1630
1640,120792.06498008,101325,1640
1650,120489.13442103,101325,1650
1660,120191.27684701,101325,1660
1670,119898.39611028,101325,1670
1680,119610.39823613,101325,1680
1690,119327.19136276,101325,1690
1700,119048.68568335,101325,1700
1710,118774.79338987,101325,1710
1720,118505.42861886,101325,1720
1730,118240.50739896,101325,1730
1740,117979.94760009,101325,1740
1750,117723.66888436,101325,1750
1760,117471.59265847,101325,1760
1770,117223.64202771,101325,1770
1780,116979.74175139,101325,1780
1790,116739.81819965,101325,1790
1800,116503.79931168,101325,1800
1810,116271.61455521,101325,1810
1820,116043.1948873,101325,1820
