time,inlet-p,outlet-p,time
0,7002980,7002980,0
10,4741318.1066791,101325,10
20,3218931.4513713,101325,20
30,2418708.2025419,101325,30
40,1930472.6932708,101325,40
50,1603652.5058199,101325,50
60,1370405.6912878,101325,60
70,1196017.4445874,101325,70
80,1060794.3593712,101325,80
90,952973.70882753,101325,90
100,865053.0299252,101325,100
110,792028.58051636,101325,110
120,730438.40803324,101325,120
130,677812.71214246,101325,130
140,632343.11981349,101325,140
150,592675.69481726,101325,150
160,557776.94478054,101325,160
170,526844.51063379,101325,170
180,499246.09765629,101325,180
190,474476.76607048,101325,190
200,452224.7141318,101325,200
210,432130.32830673,101325,210
220,413819.30770322,101325,220
230,397068.37721537,101325,230
240,381689.99147684,101325,240
250,367525.47143268,101325,250
260,354439.66269666,101325,260
270,342316.73645287,101325,270
280,331056.85785311,101325,280
290,320573.51996401,101325,290
300,310791.39327733,101325,300
310,301644.57819391,101325,310
320,293075.17512196,101325,320
330,285032.10687405,101325,330
340,277470.14294916,101325,340
350,270349.08647259,101325,350
360,263633.09303612,101325,360
370,257290.09714955,101325,370
380,251291.32699187,101325,380
390,245610.89201021,101325,390
400,240225.43092761,101325,400
410,235113.81008895,101325,410
420,230256.86394769,101325,420
430,225637.1709857,101325,430
440,221238.85955146,101325,440
450,217047.43906046,101325,450
460,213049.6527778,101325,460
470,209233.34903259,101325,470
480,205587.3682288,101325,480
490,202101.44343868,101325,490
500,198766.11271239,101325,500
510,195572.64152491,101325,510
520,192512.95401961,101325,520
530,189579.57190674,101325,530
540,186765.56004117,101325,540
550,184064.47784341,101325,550
560,181470.33584504,101325,560
570,178977.55673939,101325,570
580,176623.76306019,101325,580
590,174523.2693301,101325,590
600,172494.85280128,101325,600
610,170535.29346785,101325,610
620,168641.55762716,101325,620
630,166810.784527,101325,630
640,165040.27415492,101325,640
650,163327.4760504,101325,650
660,161669.97904013,101325,660
670,160065.50180946,101325,670
680,158511.8842314,101325,680
690,157007.07938337,101325,690
700,155549.14618872,101325,700
710,154136.24262672,101325,710
720,152766.61946042,101325,720
730,151438.61443676,101325,730
740,150150.64691804,101325,740
750,148901.21290766,101325,750
760,147688.88043681,101325,760
770,146512.28528182,101325,770
780,145370.12698485,101325,780
