time,inlet-p,outlet-p
0,4293339,4293339
1,4293339,3714179
2,3744032.7124213,1432014
3,1698984.3099757,590853
4,833280.79094345,301273
5,478441.42557354,204746
6,319509.57523676,142694
7,231966.8070596,122009
8,182300.76103722,108220
9,151649.8599609,108220
10,133971.85219266,108220
11,123583.18072529,101325
12,115506.324756,101325
13,110700.92959602,101325
14,107482.74306804,101325
15,105358.49945324,101325
16,103964.7148546,101325
17,103052.20408124,101325
18,103052.20408124,101325
19,103052.20408124,101325
20,103052.20408124,101325
21,103052.20408124,101325
22,103052.20408124,101325
23,103052.20408124,101325
24,103052.20408124,101325
25,103052.20408124,101325
26,103052.20408124,101325
27,103052.20408124,101325
28,103052.20408124,101325
29,103052.20408124,101325
30,103052.20408124,101325
31,103052.20408124,101325
32,103052.20408124,101325
33,103052.20408124,101325
34,103052.20408124,101325
35,103052.20408124,101325
36,103052.20408124,101325
37,103052.20408124,101325
38,103052.20408124,101325
39,103052.20408124,101325
40,103052.20408124,101325
