time,inlet-p,outlet-p
0,4293339,4293339
1,4293339,3714179
2,3744304.3540628,1432014
3,1701537.0799488,590853
4,835804.52031667,301273
5,480464.17764649,204746
6,320858.71056724,142694
7,233030.32116869,122009
8,183026.84081975,108220
9,152150.18187567,108220
10,134048.63062156,108220
11,123616.01660429,101325
12,115559.00029661,101325
13,110204.29764675,101325
14,106819.18984651,101325
15,104720.14908252,101325
16,103544.62616334,101325
17,102775.73260785,101325
18,102273.17259065,101325
19,101944.73976252,101325
20,101730.09419905,101325
21,101589.80288541,101325
22,101589.80288541,101325
23,101589.80288541,101325
24,101589.80288541,101325
25,101589.80288541,101325
26,101589.80288541,101325
27,101589.80288541,101325
28,101589.80288541,101325
29,101589.80288541,101325
30,101589.80288541,101325
31,101589.80288541,101325
32,101589.80288541,101325
33,101589.80288541,101325
34,101589.80288541,101325
35,101589.80288541,101325
36,101589.80288541,101325
37,101589.80288541,101325
38,101589.80288541,101325
39,101589.80288541,101325
40,101589.80288541,101325
