time,inlet-p,outlet-p
0,4293339,4293339
0.01,4293339,4287547.4
0.02,4292834.4902982,4281755.8
0.03,4291517.9459972,4275964.2
0.04,4289368.6179609,4270172.6
0.05,4286492.8945724,4264381
0.06,4283021.7916569,4258589.4
0.07,4279074.0994164,4252797.8
0.08,4274748.2373591,4247006.2
0.09,4270123.2392467,4241214.6
0.1,4265261.8646602,4235423
0.11,4260213.7521181,4229631.4
0.12,4255018.1099809,4223839.8
0.13,4249705.8971369,4218048.2
0.14,4244301.5590682,4212256.6
0.15,4238824.4012233,4206465
0.16,4233289.6730508,4200673.4
0.17,4227709.4230323,4194881.8
0.18,4222093.1729886,4189090.2
0.19,4216448.4498956,4183298.6
0.2,4210781.2053864,4177507
0.21,4205096.1467273,4171715.4
0.22,4199396.9980053,4165923.8
0.23,4193686.7062928,4160132.2
0.24,4187967.60442,4154340.6
0.25,4182241.5395201,4148549
0.26,4176509.9745709,4142757.4
0.27,4170774.0686258,4136965.8
0.28,4165034.7402238,4131174.2
0.29,4159292.7175179,4125382.6
0.3,4153548.577915,4119591
0.31,4147802.7794299,4113799.4
0.32,4142055.6854919,4108007.8
0.33,4136307.5845772,4102216.2
0.34,4130558.7057494,4096424.6
0.35,4124809.2309661,4090633
0.36,4119059.3048254,4084841.4
0.37,4113309.0422877,4079049.8
0.38,4107558.5347956,4073258.2
0.39,4101807.8551249,4067466.6
0.4,4096057.0612308,4061675
0.41,4090306.1992984,4055883.4
0.42,4084555.3061634,4050091.8
0.43,4078804.4112326,4044300.2
0.44,4073053.5380082,4038508.6
0.45,4067302.7052986,4032717
0.46,4061551.9281798,4026925.4
0.47,4055801.2187588,4021133.8
0.48,4050050.5867813,4015342.2
0.49,4044300.0401135,4009550.6
0.5,4038549.5851258,4003759
0.51,4032799.2269983,3997967.4
0.52,4027048.9699629,3992175.8
0.53,4021298.8174969,3986384.2
0.54,4015548.7724767,3980592.6
0.55,4009798.8372998,3974801
0.56,4004049.0139829,3969009.4
0.57,3998299.304239,3963217.8
