time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292813.6073553,4177507
0.3,4290816.4827601,4119591
0.4,4286448.7109136,4061675
0.5,4279128.5162258,4003759
0.6,4268606.7918305,3945843
0.7,4254875.3089104,3887927
0.8,4238069.0273419,3830011
0.9,4218395.288377,3772095
1,4196090.1625563,3714179
1.1,4171393.9592204,3485962.5
1.2,4143443.574863,3257746
1.3,4110504.0595187,3029529.5
1.4,4071012.9016169,2801313
1.5,4024183.6445843,2573096.5
1.6,3970021.086392,2344880
1.7,3909084.2118327,2116663.5
1.8,3842239.6523555,1888447
1.9,3770486.1017127,1660230.5
2,3694850.0512362,1432014
2.1,3616332.5019434,1347897.9
2.2,3535965.0058944,1263781.8
2.3,3454816.557216,1179665.7
2.4,3373884.2265842,1095549.6
2.5,3293980.5198589,1011433.5
2.6,3215692.8633299,927317.4
2.7,3139405.6463671,843201.3
2.8,3065348.4130603,759085.2
2.9,2993644.9436014,674969.1
3,2924353.1378113,590853
3.1,2857494.8461098,561895
3.2,2793060.4992508,532937
3.3,2731013.0590873,503979
3.4,2671299.4228167,475021
3.5,2613859.2556903,446063
3.6,2558628.3778242,417105
3.7,2505539.5512337,388147
3.8,2454523.2442496,359189
3.9,2405509.0726102,330231
4,2358427.6741878,301273
4.1,2313212.6562486,291620.3
4.2,2269796.7113167,281967.6
4.3,2228105.5167832,272314.9
4.4,2188056.5602359,262662.2
4.5,2149562.8944042,253009.5
4.6,2112538.0439992,243356.8
4.7,2076899.6214501,233704.1
4.8,2042571.2149013,224051.4
4.9,2009483.0032902,214398.7
5,1977571.6491305,204746
5.1,1946779.8589645,198540.8
5.2,1917055.2031808,192335.6
5.3,1888348.3987978,186130.4
5.4,1860612.0892861,179925.2
5.5,1833800.5899039,173720
5.6,1807870.2549604,167514.8
5.7,1782780.1920996,161309.6
5.8,1758491.9019676,155104.4
5.9,1734970.1091867,148899.2
6,1712182.4760628,142694
6.1,1690099.4575417,140625.5
6.2,1668693.6133,138557
6.3,1647938.2256436,136488.5
6.4,1627806.0189949,134420
6.5,1608268.7246728,132351.5
6.6,1589297.4734302,130283
6.7,1570863.5680853,128214.5
6.8,1552939.2382426,126146
6.9,1535498.1878527,124077.5
7,1518515.9055238,122009
7.1,1501969.7809016,120630.1
7.2,1485839.0407175,119251.2
7.3,1470104.5192071,117872.3
7.4,1454748.3694712,116493.4
7.5,1439753.8422995,115114.5
7.6,1425105.1754092,113735.6
7.7,1410787.5606365,112356.7
7.8,1396787.1392816,110977.8
7.9,1383090.9923957,109598.9
8,1369687.113291,108220
8.1,1356564.3623221,108220
8.2,1343712.3568605,108220
8.3,1331121.234417,108220
8.4,1318781.3521583,108220
8.5,1306683.0724192,108220
8.6,1294816.714207,108220
8.7,1283172.6415101,108220
8.8,1271741.4132262,108220
8.9,1260513.9316229,108220
9,1249481.5563181,108220
9.1,1238636.1749434,108220
9.2,1227970.2347677,108220
9.3,1217476.7443739,108220
9.4,1207149.2547938,108220
9.5,1196981.8279754,108220
9.6,1186968.9984835,108220
9.7,1177105.7325488,108220
9.8,1167387.3871608,108220
9.9,1157809.6708619,108220
10,1148368.6071754,108220
10.1,1139060.5011145,107530.5
10.2,1129881.9151856,106841
10.3,1120829.67023,106151.5
10.4,1111900.872486,105462
10.5,1103092.9418808,104772.5
10.6,1094403.6144403,104083
10.7,1085830.911744,103393.5
10.8,1077373.087856,102704
10.9,1069028.5689028,102014.5
11,1060795.8967917,101325
11.1,1052673.6829293,101325
11.2,1044660.5703291,101325
11.3,1036755.1930134,101325
11.4,1028956.1254944,101325
11.5,1021261.8333875,101325
11.6,1013670.6439164,101325
11.7,1006180.7449149,101325
11.8,998790.20754009,101325
11.9,991497.0218081,101325
12,984299.13490443,101325
12.1,977194.48584272,101325
12.2,970181.03353403,101325
12.3,963256.77767457,101325
12.4,956419.77310514,101325
12.5,949668.13879058,101325
12.6,943000.06264137,101325
12.7,936413.80327443,101325
12.8,929907.68961668,101325
12.9,923480.11905567,101325
13,917129.55466642,101325
13.1,910854.52190038,101325
13.2,904653.60501034,101325
13.3,898525.44340088,101325
13.4,892468.72803115,101325
13.5,886482.19795165,101325
13.6,880564.63702427,101325
13.7,874714.87085222,101325
