time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4290013.9206287,4177507
0.3,4280737.0284932,4119591
0.4,4264792.6033312,4061675
0.5,4242621.4135249,4003759
0.6,4215071.9397935,3945843
0.7,4183032.3614728,3887927
0.8,4147299.3823645,3830011
0.9,4108548.3564962,3772095
1,4067339.0954505,3714179
1.1,4024131.6183218,3485962.5
1.2,3971951.3974684,3257746
1.3,3905357.2395054,3029529.5
1.4,3823409.5569859,2801313
1.5,3727937.416635,2573096.5
1.6,3621707.558173,2344880
1.7,3507505.600295,2116663.5
1.8,3387816.1380687,1888447
1.9,3264765.6547463,1660230.5
2,3140157.9640269,1432014
2.1,3015534.3354976,1347897.9
2.2,2893229.4915719,1263781.8
2.3,2775449.9639573,1179665.7
2.4,2663506.6861621,1095549.6
2.5,2557845.4296097,1011433.5
2.6,2458373.7776049,927317.4
2.7,2364744.7047583,843201.3
2.8,2276527.5387758,759085.2
2.9,2193294.4495179,674969.1
3,2114658.971889,590853
3.1,2040290.9616269,561895
3.2,1969932.6132092,532937
3.3,1903398.7653006,503979
3.4,1840535.3658191,475021
3.5,1781179.9024032,446063
3.6,1725148.1890851,417105
3.7,1672239.974749,388147
3.8,1622250.0835932,359189
3.9,1574978.5178643,330231
4,1530237.1028544,301273
4.1,1487853.312974,291620.3
4.2,1447663.4772438,281967.6
4.3,1409511.8568656,272314.9
4.4,1373254.6866871,262662.2
4.5,1338761.9416614,253009.5
4.6,1305916.1389795,243356.8
4.7,1274610.2864683,233704.1
4.8,1244746.2176311,224051.4
4.9,1216233.5017686,214398.7
5,1188988.7416423,204746
5.1,1162935.0662086,198540.8
5.2,1138000.7954147,192335.6
5.3,1114118.3944695,186130.4
5.4,1091224.4541481,179925.2
5.5,1069260.0592297,173720
5.6,1048170.9281236,167514.8
5.7,1027907.235763,161309.6
5.8,1008423.2651544,155104.4
5.9,989677.01941608,148899.2
6,971629.85920372,142694
6.1,954246.3424394,140625.5
6.2,937492.80366421,138557
6.3,921336.71340759,136488.5
6.4,905746.13113196,134420
6.5,890690.09564991,132351.5
6.6,876139.21475932,130283
6.7,862066.06490662,128214.5
6.8,848445.32704163,126146
6.9,835253.73293043,124077.5
7,822469.91286977,122009
7.1,810074.20808666,120630.1
7.2,798048.432183,119251.2
7.3,786375.60616327,117872.3
7.4,775039.76081208,116493.4
7.5,764025.84353701,115114.5
7.6,753319.68840795,113735.6
7.7,742907.99757633,112356.7
7.8,732778.30918157,110977.8
7.9,722918.94945638,109598.9
8,713318.9754188,108220
8.1,703968.11491652,108220
8.2,694856.66257303,108220
8.3,685975.31797441,108220
8.4,677315.05294462,108220
8.5,668867.08187639,108220
8.6,660622.91671417,108220
8.7,652574.44549718,108220
8.8,644713.9909435,108220
8.9,637034.33589867,108220
9,629528.72035988,108220
9.1,622190.81997094,108220
9.2,615014.71482654,108220
9.3,607994.85471266,108220
9.4,601126.02446419,108220
9.5,594403.31139994,108220
9.6,587822.07571779,108220
9.7,581377.92410983,108220
9.8,575066.68652002,108220
9.9,568884.39580257,108220
10,562827.26997219,108220
10.1,556891.69672465,107530.5
10.2,551074.22370831,106841
10.3,545371.55943445,106151.5
10.4,539780.57784407,105462
10.5,534298.31242336,104772.5
10.6,528921.93597504,104083
10.7,523648.73386226,103393.5
10.8,518476.08005904,102704
10.9,513401.42054603,102014.5
11,508422.26403374,101325
11.1,503536.17794926,101325
11.2,498740.78567965,101325
11.3,494033.75962865,101325
11.4,489412.81109367,101325
11.5,484875.685518,101325
11.6,480420.1682294,101325
11.7,476044.09730134,101325
11.8,471745.76400539,101325
11.9,467522.74678438,101325
12,463373.10425222,101325
12.1,459294.97340609,101325
12.2,455286.56643029,101325
12.3,451346.16619393,101325
12.4,447472.12137808,101325
12.5,443662.84175772,101325
12.6,439916.7938806,101325
12.7,436232.49721825,101325
12.8,432608.52077848,101325
12.9,429043.48013141,101325
13,425536.03479056,101325
13.1,422084.88589187,101325
13.2,418688.7741208,101325
13.3,415346.47784568,101325
13.4,412056.81142308,101325
13.5,408818.62364801,101325
13.6,405630.79632685,101325
13.7,402492.24295548,101325
13.8,399401.90748844,101325
13.9,396358.76318772,101325
14,393361.81154169,101325
14.1,390410.08124655,101325
