time,inlet-p,outlet-p
0,4293339,4293339
0.1,4293339,4235423
0.2,4292005.316592,4177507
0.3,4287626.8798655,4119591
0.4,4279103.6259282,4061675
0.5,4266070.9772515,4003759
0.6,4248646.2311604,3945843
0.7,4227179.586377,3887927
0.8,4202101.5643347,3830011
0.9,4173846.7098125,3772095
1,4142820.6939075,3714179
1.1,4109388.8893813,3485962.5
1.2,4071022.6970172,3257746
1.3,4024389.8987989,3029529.5
1.4,3967608.2694918,2801313
1.5,3900536.1096434,2573096.5
1.6,3824154.4820719,2344880
1.7,3739952.2541664,2116663.5
1.8,3649549.4317834,1888447
1.9,3554514.2928669,1660230.5
2,3456292.5749268,1432014
2.1,3356193.0593934,1347897.9
2.2,3255690.5724323,1263781.8
2.3,3156310.6423871,1179665.7
2.4,3059299.0342481,1095549.6
2.5,2965468.7385324,1011433.5
2.6,2875243.6094057,927317.4
2.7,2788775.4860044,843201.3
2.8,2706054.0389143,759085.2
2.9,2626985.38889,674969.1
3,2551441.6631363,590853
3.1,2479291.2797414,561895
3.2,2410398.4963721,532937
3.3,2344632.0054134,503979
3.4,2281870.7313907,475021
3.5,2221998.6884285,446063
3.6,2164897.903725,417105
3.7,2110445.8109024,388147
3.8,2058516.8978209,359189
3.9,2008986.2261046,330231
4,1961733.0510039,301273
4.1,1916643.8001586,291620.3
4.2,1873605.8808084,281967.6
4.3,1832502.4226145,272314.9
4.4,1793214.6673621,262662.2
4.5,1755627.4915273,253009.5
4.6,1719633.3764583,243356.8
4.7,1685133.9308698,233704.1
4.8,1652039.8390401,224051.4
4.9,1620270.1389127,214398.7
5,1589751.3378087,204746
5.1,1560416.5770784,198540.8
5.2,1532204.0364627,192335.6
5.3,1505055.1640036,186130.4
5.4,1478913.9019366,179925.2
5.5,1453726.9012404,173720
5.6,1429444.0400544,167514.8
5.7,1406018.7744539,161309.6
5.8,1383408.2146267,155104.4
5.9,1361573.1931395,148899.2
6,1340477.4237222,142694
6.1,1320087.8470208,140625.5
6.2,1300373.506956,138557
6.3,1281304.0825186,136488.5
6.4,1262848.9048383,134420
6.5,1244976.9781324,132351.5
6.6,1227657.6533989,130283
6.7,1210861.407175,128214.5
6.8,1194560.4142756,126146
6.9,1178728.8473285,124077.5
7,1163342.9546329,122009
7.1,1148380.9945586,120630.1
7.2,1133823.0378762,119251.2
7.3,1119650.6629298,117872.3
7.4,1105846.6615627,116493.4
7.5,1092394.8545613,115114.5
7.6,1079280.0164374,113735.6
7.7,1066487.8552849,112356.7
7.8,1054004.9999887,110977.8
7.9,1041818.972769,109598.9
8,1029918.1439502,108220
8.1,1018291.6740138,108220
8.2,1006929.3948577,108220
8.3,995821.58707799,108220
8.4,984958.73911427,108220
8.5,974331.41794814,108220
8.6,963930.28609147,108220
8.7,953746.20959229,108220
8.8,943770.38574125,108220
8.9,933994.4458204,108220
9,924410.517707,108220
9.1,915011.25070802,108220
9.2,905789.81173413,108220
9.3,896739.86260215,108220
9.4,887855.52652068,108220
9.5,879131.34957626,108220
9.6,870562.26107156,108220
9.7,862143.53507615,108220
9.8,853870.75450933,108220
9.9,845739.77838702,108220
10,837746.71243242,108220
10.1,829887.88299246,107530.5
10.2,822159.81930846,106841
10.3,814559.25478755,106151.5
10.4,807083.14422477,105462
10.5,799728.6757898,104772.5
10.6,792493.26092812,104083
10.7,785374.50278949,103393.5
10.8,778370.15435541,102704
10.9,771478.07733241,102014.5
11,764696.20812963,101325
11.1,758022.53281334,101325
11.2,751455.06793126,101325
11.3,744991.83840647,101325
11.4,738630.84889675,101325
11.5,732370.05852463,101325
11.6,726207.37139464,101325
11.7,720140.64563363,101325
11.8,714167.71475223,101325
11.9,708286.41297603,101325
12,702494.59852073,101325
12.1,696790.17196318,101325
12.2,691171.08914233,101325
12.3,685635.36919764,101325
12.4,680181.09876022,101325
12.5,674806.43331995,101325
12.6,669509.59663664,101325
12.7,664288.87887116,101325
12.8,659142.63393474,101325
12.9,654069.27641087,101325
13,649067.2782932,101325
13.1,644135.16570206,101325
13.2,639271.51568351,101325
13.3,634474.9531542,101325
13.4,629744.1480271,101325
13.5,625077.81253416,101325
13.6,620474.69874929,101325
13.7,615933.59630743,101325
13.8,611453.3303102,101325
13.9,607032.75940633,101325
