time,inlet-p,outlet-p
0,57159.3664,5720554.4
1,5362026.88,2866123.76
2,4445023.8,1121749.48
3,3590073.56,473642.04
4,2893702.8,280588.76
5,2335227.24,184062.12
6,1900857.36,135798.8
7,1542329.84,115114.52
8,1280328.96,108219.76
9,1066591.4,108219.76
10,880432.88,108219.76
11,742537.68,101325 
12,604642.48,101325
13,515010.6,101325
14,439168.24,101325 
15,377115.4,101325
16,321957.32,101325
17,280588.76,101325
18,246114.96,101325
19,218535.92,101325
20,197851.64,101325
21,177167.36,101325
22,163377.84,101325
23,156483.08,101325
24,149588.32,101325
25,135798.8,101325
26,135798.8,101325
27,128904.04,101325
28,128904.04,101325
29,122009.28,101325
30,122009.28,101325
31,115114.52,101325
32,115114.52,101325
33,115114.52,101325
34,115114.52,101325
35,108219.76,101325
36,108219.76,101325
37,108219.76,101325
38,108219.76,101325
39,108219.76,101325
40,108219.76,101325
41,108219.76,101325
42,108219.76,101325
43,101325,101325
44,101325,101325
