time,CT5_1000_3,CT5_800_1,CT5_800_2
1076,611481,549435,563223
1077,611481,549435,563223
1078,611481,549435,563223
1079,611481,549435,563223
1080,611481,549435,556329
1081,611481,549435,556329
1082,611481,549435,556329
1083,604587,542541,556329
1084,604587,542541,556329
1085,604587,542541,556329
1086,604587,542541,556329
1087,604587,542541,556329
1088,604587,542541,556329
1089,604587,542541,556329
1090,604587,542541,556329
1091,604587,542541,556329
1092,604587,542541,549435
1093,604587,542541,549435
1094,597693,542541,549435
1095,597693,542541,549435
1096,597693,535647,549435
1097,597693,535647,549435
1098,597693,535647,549435
1099,597693,535647,549435
1100,597693,535647,549435
1101,597693,535647,549435
1102,597693,535647,549435
1103,597693,535647,549435
1104,597693,535647,549435
1105,590799,535647,549435
1106,590799,535647,549435
1107,590799,535647,549435
1108,590799,535647,549435
1109,590799,528753,549435
1110,590799,528753,549435
1111,590799,528753,549435
1112,590799,528753,549435
1113,590799,528753,549435
1114,590799,528753,549435
1115,590799,528753,549435
1116,583905,528753,549435
1117,583905,528753,549435
1118,583905,528753,549435
1119,583905,528753,549435
1120,583905,528753,549435
1121,583905,528753,549435
1122,583905,521859,549435
1123,583905,521859,549435
1124,583905,521859,549435
1125,583905,521859,549435
1126,583905,521859,549435
1127,583905,521859,549435
1128,577011,521859,549435
1129,577011,521859,549435
1130,577011,521859,549435
1131,577011,521859,549435
1132,577011,521859,549435
1133,577011,521859,549435
1134,577011,521859,549435
1135,577011,514965,549435
1136,577011,514965,549435
1137,577011,514965,549435
1138,577011,514965,549435
1139,570117,514965,549435
1140,570117,514965,549435
1141,570117,514965,549435
1142,570117,514965,549435
1143,570117,514965,549435
1144,570117,514965,549435
1145,570117,514965,549435
1146,570117,514965,549435
1147,570117,514965,549435
1148,570117,514965,549435
1149,570117,508071,549435
1150,570117,508071,549435
1151,563223,508071,549435
1152,563223,508071,549435
1153,563223,508071,549435
1154,563223,508071,549435
1155,563223,508071,549435
1156,563223,508071,549435
1157,563223,508071,549435
1158,563223,508071,549435
1159,563223,508071,549435
1160,563223,508071,549435
1161,563223,508071,549435
1162,563223,508071,549435
1163,556329,501177,549435
1164,556329,501177,549435
1165,556329,501177,549435
1166,556329,501177,549435
1167,556329,501177,549435
1168,556329,501177,549435
1169,556329,501177,549435
1170,556329,501177,549435
1171,556329,501177,549435
1172,556329,501177,549435
1173,556329,501177,549435
1174,556329,501177,549435
1175,556329,501177,549435
1176,549435,501177,549435
1177,549435,494283,549435
1178,549435,494283,549435
1179,549435,494283,549435
1180,549435,494283,549435
1181,549435,494283,549435
1182,549435,494283,549435
1183,549435,494283,549435
1184,549435,494283,549435
1185,549435,494283,549435
1186,549435,494283,549435
1187,549435,494283,549435
1188,549435,494283,549435
1189,542541,494283,549435
1190,542541,494283,549435
1191,542541,494283,549435
1192,542541,487389,549435
1193,542541,487389,549435
1194,542541,487389,549435
1195,542541,487389,549435
1196,542541,487389,549435
1197,542541,487389,549435
1198,542541,487389,549435
1199,542541,487389,549435
1200,542541,487389,549435
1201,542541,487389,549435
1202,535647,487389,549435
1203,535647,487389,549435
1204,535647,487389,549435
1205,535647,487389,549435
1206,535647,487389,549435
1207,535647,487389,549435
1208,535647,480495,549435
1209,535647,480495,549435
1210,535647,480495,549435
1211,535647,480495,549435
1212,535647,480495,549435
1213,535647,480495,549435
1214,535647,480495,549435
1215,535647,480495,549435
1216,528753,480495,549435
1217,528753,480495,549435
1218,528753,480495,549435
1219,528753,480495,549435
1220,528753,480495,549435
1221,528753,480495,549435
1222,528753,480495,549435
1223,528753,480495,549435
1224,528753,473601,549435
1225,528753,473601,549435
1226,528753,473601,549435
1227,528753,473601,549435
1228,528753,473601,549435
1229,521859,473601,549435
1230,521859,473601,549435
1231,521859,473601,549435
1232,521859,473601,549435
1233,521859,473601,549435
1234,521859,473601,549435
1235,521859,473601,549435
1236,521859,473601,549435
1237,521859,473601,549435
1238,521859,473601,549435
1239,521859,473601,549435
1240,521859,466707,549435
1241,521859,466707,549435
1242,521859,466707,549435
1243,521859,466707,549435
1244,514965,466707,549435
1245,514965,466707,549435
1246,514965,466707,549435
1247,514965,466707,549435
1248,514965,466707,549435
1249,514965,466707,549435
1250,514965,466707,549435
1251,514965,466707,549435
1252,514965,466707,549435
1253,514965,466707,549435
1254,514965,466707,549435
1255,514965,466707,549435
1256,514965,466707,549435
1257,514965,459813,549435
1258,514965,459813,549435
1259,508071,459813,549435
1260,508071,459813,549435
1261,508071,459813,549435
1262,508071,459813,549435
1263,508071,459813,549435
1264,508071,459813,549435
1265,508071,459813,549435
1266,508071,459813,549435
1267,508071,459813,549435
1268,508071,459813,549435
1269,508071,459813,549435
1270,508071,459813,549435
1271,508071,459813,549435
1272,508071,459813,549435
1273,508071,459813,549435
1274,501177,452919,549435
1275,501177,452919,549435
1276,501177,452919,549435
1277,501177,452919,549435
1278,501177,452919,549435
1279,501177,452919,549435
1280,501177,452919,549435
1281,501177,452919,549435
1282,501177,452919,549435
1283,501177,452919,549435
1284,501177,452919,549435
1285,501177,452919,549435
1286,501177,452919,549435
1287,501177,452919,549435
1288,501177,452919,549435
1289,494283,452919,549435
1290,494283,452919,549435
1291,494283,452919,549435
1292,494283,446025,549435
1293,494283,446025,549435
1294,494283,446025,549435
1295,494283,446025,549435
1296,494283,446025,549435
1297,494283,446025,549435
1298,494283,446025,549435
1299,494283,446025,549435
1300,494283,446025,549435
1301,494283,446025,549435
1302,494283,446025,549435
1303,494283,446025,549435
1304,494283,446025,549435
1305,487389,446025,549435
1306,487389,446025,549435
1307,487389,446025,549435
1308,487389,446025,549435
1309,487389,446025,549435
1310,487389,439131,549435
1311,487389,439131,549435
1312,487389,439131,549435
1313,487389,439131,549435
1314,487389,439131,549435
1315,487389,439131,549435
1316,487389,439131,549435
1317,487389,439131,549435
1318,487389,439131,549435
1319,487389,439131,549435
1320,487389,439131,549435
1321,480495,439131,549435
1322,480495,439131,549435
1323,480495,439131,549435
1324,480495,439131,549435
1325,480495,439131,549435
1326,480495,439131,549435
1327,480495,439131,549435
1328,480495,439131,549435
1329,480495,439131,549435
1330,480495,439131,549435
1331,480495,439131,549435
1332,480495,439131,549435
1333,480495,439131,549435
1334,480495,439131,549435
1335,480495,439131,549435
1336,480495,439131,549435
1337,473601,439131,549435
1338,473601,439131,549435
1339,473601,439131,549435
1340,473601,439131,549435
1341,473601,439131,549435
1342,473601,439131,549435
1343,473601,439131,549435
1344,473601,439131,549435
1345,473601,439131,549435
1346,473601,439131,549435
1347,473601,439131,549435
1348,473601,439131,549435
1349,473601,439131,549435
1350,473601,439131,549435
1351,473601,439131,549435
1352,473601,439131,549435
1353,473601,439131,549435
1354,466707,439131,549435
1355,466707,439131,549435
1356,466707,439131,549435
1357,466707,439131,549435
1358,466707,439131,549435
1359,466707,439131,549435
1360,466707,439131,549435
1361,466707,439131,549435
1362,466707,439131,549435
1363,466707,439131,549435
1364,466707,439131,549435
1365,466707,439131,549435
1366,466707,439131,549435
1367,466707,439131,549435
1368,466707,439131,549435
1369,466707,439131,549435
1370,466707,439131,549435
1371,466707,439131,549435
1372,459813,439131,549435
1373,459813,439131,549435
1374,459813,439131,549435
1375,459813,439131,549435
1376,459813,439131,549435
1377,459813,439131,549435
1378,459813,439131,549435
1379,459813,439131,549435
1380,459813,439131,549435
1381,459813,439131,549435
1382,459813,439131,549435
1383,459813,439131,549435
1384,459813,439131,549435
1385,459813,439131,549435
1386,459813,439131,549435
1387,459813,439131,549435
1388,459813,439131,549435
1389,459813,439131,549435
1390,459813,439131,549435
1391,452919,439131,549435
1392,452919,439131,549435
1393,452919,439131,549435
1394,452919,439131,549435
1395,452919,439131,549435
1396,452919,439131,549435
1397,452919,439131,549435
1398,452919,439131,549435
1399,452919,439131,549435
1400,452919,439131,549435
1401,452919,439131,549435
1402,452919,439131,549435
1403,452919,439131,549435
1404,452919,439131,549435
1405,452919,439131,549435
1406,452919,439131,549435
1407,452919,439131,549435
1408,452919,439131,549435
1409,446025,439131,549435
1410,446025,439131,549435
1411,446025,439131,549435
1412,446025,439131,549435
1413,446025,439131,549435
1414,446025,439131,549435
1415,446025,439131,549435
1416,446025,439131,549435
1417,446025,439131,549435
1418,446025,439131,549435
1419,446025,439131,549435
1420,446025,439131,549435
1421,446025,439131,549435
1422,446025,439131,549435
1423,446025,439131,549435
1424,446025,439131,549435
1425,446025,439131,549435
1426,446025,439131,549435
1427,446025,439131,549435
1428,439131,439131,549435
1429,439131,439131,549435
1430,439131,439131,549435
1431,439131,439131,549435
1432,439131,439131,549435
1433,439131,439131,549435
1434,439131,439131,549435
1435,439131,439131,549435
1436,439131,439131,549435
1437,439131,439131,549435
1438,439131,439131,549435
1439,439131,439131,549435
1440,439131,439131,549435
1441,439131,439131,549435
1442,439131,439131,549435
1443,439131,439131,549435
1444,439131,439131,549435
1445,439131,439131,549435
1446,439131,439131,549435
1447,432237,439131,549435
1448,432237,439131,549435
1449,432237,439131,549435
1450,432237,439131,549435
1451,432237,439131,549435
1452,432237,439131,549435
1453,432237,439131,549435
1454,432237,439131,549435
1455,432237,439131,549435
1456,432237,439131,549435
1457,432237,439131,549435
1458,432237,439131,549435
1459,432237,439131,549435
1460,432237,439131,549435
1461,432237,439131,549435
1462,432237,439131,549435
1463,432237,439131,549435
1464,432237,439131,549435
1465,432237,439131,549435
1466,432237,439131,549435
1467,432237,439131,549435
1468,432237,439131,549435
1469,425343,439131,549435
1470,425343,439131,549435
1471,425343,439131,549435
1472,425343,439131,549435
1473,425343,439131,549435
1474,425343,439131,549435
1475,425343,439131,549435
1476,425343,439131,549435
1477,425343,439131,549435
1478,425343,439131,549435
1479,425343,439131,549435
1480,425343,439131,549435
1481,425343,439131,549435
1482,321933,439131,549435
1483,321933,439131,549435
1484,321933,439131,549435
1485,321933,439131,549435
1486,321933,439131,549435
1487,321933,439131,549435
1488,321933,439131,549435
1489,321933,439131,549435
1490,321933,439131,549435
1491,321933,439131,549435
1492,321933,439131,549435
1493,321933,439131,549435
1494,315039,439131,549435
1495,315039,439131,549435
1496,315039,439131,549435
1497,315039,439131,549435
1498,315039,439131,549435
1499,315039,439131,549435
1500,315039,439131,549435
1501,315039,439131,549435
1502,315039,439131,549435
1503,315039,439131,549435
1504,315039,439131,549435
1505,315039,439131,549435
1506,315039,439131,549435
1507,315039,439131,549435
1508,315039,439131,549435
1509,315039,439131,549435
1510,315039,439131,549435
1511,315039,439131,549435
1512,315039,439131,549435
1513,315039,439131,549435
1514,315039,439131,549435
1515,315039,439131,549435
1516,315039,439131,549435
1517,315039,439131,549435
1518,315039,439131,549435
1519,315039,439131,549435
1520,315039,439131,549435
1521,315039,439131,549435
1522,315039,439131,549435
1523,315039,439131,549435
1524,315039,439131,549435
1525,315039,439131,549435
1526,315039,439131,549435
1527,315039,439131,549435
1528,315039,439131,549435
1529,315039,439131,549435
1530,315039,439131,549435
1531,315039,439131,549435
1532,315039,439131,549435
1533,308145,439131,549435
1534,308145,439131,549435
1535,308145,439131,549435
1536,308145,439131,549435
1537,308145,439131,549435
1538,308145,439131,549435
1539,308145,439131,549435
1540,308145,439131,549435
1541,308145,439131,549435
1542,308145,439131,549435
1543,308145,439131,549435
1544,308145,439131,549435
1545,308145,439131,549435
1546,308145,439131,549435
1547,308145,439131,549435
1548,308145,439131,549435
1549,308145,439131,549435
1550,308145,439131,549435
1551,308145,439131,549435
1552,308145,439131,549435
1553,308145,439131,549435
1554,308145,439131,549435
1555,308145,439131,549435
1556,308145,439131,549435
1557,308145,439131,549435
1558,308145,439131,549435
1559,308145,439131,549435
1560,308145,439131,549435
1561,308145,439131,549435
1562,308145,439131,549435
1563,308145,439131,549435
1564,308145,439131,549435
1565,308145,439131,549435
1566,308145,439131,549435
1567,308145,439131,549435
1568,308145,439131,549435
1569,308145,439131,549435
1570,308145,439131,549435
1571,308145,439131,549435
1572,308145,439131,549435
1573,308145,439131,549435
1574,308145,439131,549435
1575,308145,439131,549435
1576,301251,439131,549435
1577,301251,439131,549435
1578,301251,439131,549435
1579,301251,439131,549435
1580,301251,439131,549435
1581,301251,439131,549435
1582,301251,439131,549435
1583,301251,439131,549435
1584,301251,439131,549435
1585,301251,439131,549435
1586,301251,439131,549435
1587,301251,439131,549435
1588,301251,439131,549435
1589,301251,439131,549435
1590,301251,439131,549435
1591,301251,439131,549435
1592,301251,439131,549435
1593,301251,439131,549435
1594,301251,439131,549435
1595,301251,439131,549435
1596,301251,439131,549435
1597,301251,439131,549435
1598,301251,439131,549435
1599,301251,439131,549435
1600,301251,439131,549435
1601,301251,439131,549435
1602,301251,439131,549435
1603,301251,439131,549435
1604,301251,439131,549435
1605,301251,439131,549435
1606,301251,439131,549435
1607,301251,439131,549435
1608,301251,439131,549435
1609,301251,439131,549435
1610,301251,439131,549435
1611,301251,439131,549435
1612,301251,439131,549435
1613,301251,439131,549435
1614,301251,439131,549435
1615,301251,439131,549435
1616,301251,439131,549435
1617,294357,439131,549435
1618,294357,439131,549435
1619,294357,439131,549435
1620,294357,439131,549435
1621,294357,439131,549435
1622,294357,439131,549435
1623,294357,439131,549435
1624,294357,439131,549435
1625,294357,439131,549435
1626,294357,439131,549435
1627,294357,439131,549435
1628,294357,439131,549435
1629,294357,439131,549435
1630,294357,439131,549435
1631,294357,439131,549435
1632,294357,439131,549435
1633,294357,439131,549435
1634,294357,439131,549435
1635,294357,439131,549435
1636,294357,439131,549435
1637,294357,439131,549435
1638,294357,439131,549435
1639,294357,439131,549435
1640,294357,439131,549435
1641,294357,439131,549435
1642,294357,439131,549435
1643,294357,439131,549435
1644,294357,439131,549435
1645,294357,439131,549435
1646,294357,439131,549435
1647,294357,439131,549435
1648,294357,439131,549435
1649,294357,439131,549435
1650,294357,439131,549435
1651,294357,439131,549435
1652,294357,439131,549435
1653,294357,439131,549435
1654,294357,439131,549435
1655,294357,439131,549435
1656,294357,439131,549435
1657,294357,439131,549435
1658,294357,439131,549435
1659,294357,439131,549435
1660,294357,439131,549435
1661,294357,439131,549435
1662,287463,439131,549435
1663,287463,439131,549435
1664,287463,439131,549435
