particle_diameter_1
1e-05
1.3000000000000001e-05
1.6000000000000003e-05
1.9e-05
2.2000000000000003e-05
2.5000000000000005e-05
2.8000000000000003e-05
3.1e-05
3.4000000000000007e-05
3.7000000000000005e-05
4e-05
