time,pellet-inlet-p
0,4293339
1,4293339
2,4292747.6468144
3,4287066.3284828
4,4264609.6534519
5,4212556.1968651
6,4125789.9283716
7,4008209.1872745
8,3868576.3604139
9,3716094.9835766
10,3558041.0197527
11,3399196.6119971
12,3242358.8110821
13,3089128.4986405
14,2940382.742134
15,2796540.6620116
16,2657770.3735724
17,2524127.9685805
18,2395629.0122587
19,2272275.8065262
20,2154062.4019102
21,2040971.0226249
22,1932966.8623698
23,1829994.2108927
24,1731974.7748548
25,1638808.0667624
26,1550373.3493601
27,1466532.5492019
28,1387133.6261221
29,1312014.011347
30,1241003.8560743
31,1173929.5450294
32,1110614.3215101
33,1050882.3240735
34,994559.59957825
35,941475.43582339
36,891463.3850184
37,844362.02602009
38,800015.510134
39,758273.93034372
40,718993.54831576
41,682036.90812373
42,647272.86070225
43,614576.51872846
44,583829.15796132
45,554918.0780073
46,527736.43295782
47,502183.04027972
48,478162.17466198
49,455583.35216093
50,434361.10888484
51,414414.77756806
52,395668.26466483
53,378049.83001046
54,361491.87062709
55,345930.70987026
56,331306.39280531
57,317562.48845411
58,304645.89935271
59,292506.67869942
60,281097.85524412
61,270375.26596677
62,260297.39651161
63,250825.22927948
64,241922.0990312
65,233553.55581645
66,225687.23501437
67,218292.73425105
68,211341.49694461
69,204807.29040327
70,198664.26689969
71,192888.77723896
72,187458.61272116
73,182352.91792748
74,177552.10855079
75,173037.79402398
76,168792.70470197
77,164800.62335947
78,161046.32077427
79,157515.49517469
80,154194.71533831
81,151071.36713797
82,148133.60334013
83,145370.2964691
84,142770.99455955
85,140325.87962852
86,138025.72870594
87,135861.87727163
88,133826.18495391
89,131911.00335339
90,130109.1458624
91,128413.85935797
92,126818.79765314
93,125317.99659784
94,123905.85072701
95,122577.09135965
96,121326.7660581
97,120150.21936255
98,119043.0747206
99,118001.21753687
100,117020.77927231
101,116098.12252695
102,115229.82704427
103,114412.67657916
104,113643.64657497
105,112919.89259892
106,112239.35260875
107,111598.82528193
108,110995.95043456
109,110428.50791691
110,109894.40922101
111,109391.68959841
112,108918.50065752
113,108473.10341074
114,108053.86174342
115,107659.23627837
116,107287.77861145
117,106938.12589522
118,106608.99574927
119,106299.18147707
120,106007.54757046
121,105733.02548428
122,105474.60966443
123,105231.35381407
124,105002.36738323
125,104786.81226843
126,104583.89970939
127,104392.88737098
128,104213.07659912
129,104043.80984016
130,103884.46821383
131,103734.46923048
132,103593.26464408
133,103460.33843253
134,103335.20489795
135,103217.40687948
136,103106.51407208
137,103002.12144482
138,102903.84775278
139,102811.33413698
140,102724.24280711
141,102642.25580199
142,102565.07382336
143,102492.41513844
144,102424.63077147
145,102360.78296093
146,102300.64300803
147,102243.99551002
148,102190.6375862
149,102140.37814894
150,102093.03721733
151,102048.44527083
152,102006.44264068
153,101966.87893672
154,101929.61250776
155,101894.50993321
156,101861.44554453
157,101830.30097437
158,101800.96473212
159,101773.33180409
160,101747.30327697
161,101722.78598323
162,101699.69216718
163,101677.93917041
164,101657.44913555
165,101638.14872728
166,101619.96886959
167,101602.84449822
168,101586.71432765
169,101571.52063149
170,101557.20903573
171,101543.72832403
172,101531.03025418
173,101519.06938547
174,101507.80291583
175,101497.19052866
176,101487.1942484
177,101477.77830462
178,101468.90900389
179,101460.55460918
180,101452.68522624
181,101445.27269657
182,101438.29049663
183,101432.31153891
184,101426.64812936
185,101421.28361385
186,101416.20221728
187,101411.3889972
188,101406.82979984
189,101402.51121849
190,101398.42055407
191,101394.54577774
192,101390.87549555
193,101387.39891492
194,101384.10581289
195,101380.98650608
196,101378.03182215
197,101375.23307289
198,101372.58202865
199,101370.0708941
200,101367.69228534
