time,outlet-p,pellet-inlet-p,viscosity_pp
0,0,4293339,0
1,3714179,4293339,5.0644481188371e-05
2,1432014,4292812.1242785,5.0644481188371e-05
3,590853,4287828.3295069,5.0644481188371e-05
4,301273,4268072.1290302,5.0644481188371e-05
5,204746,4222491.6286988,5.0644481188371e-05
6,142694,4147513.9442559,5.0644481188371e-05
7,122009,4047683.7284165,5.0644481188371e-05
8,108220,3931404.8828078,5.0644481188371e-05
9,108220,3806760.3783023,5.0644481188371e-05
10,108220,3679570.1973706,5.0644481188371e-05
11,101325,3553144.6700925,5.0644481188371e-05
12,101325,3429044.9891503,5.0644481188371e-05
13,101325,3307971.3986371,5.0644481188371e-05
14,101325,3190135.8092879,5.0644481188371e-05
15,101325,3075440.6455118,5.0644481188371e-05
16,101325,2963648.4803343,5.0644481188371e-05
17,101325,2854502.1444516,5.0644481188371e-05
18,101325,2747783.5961243,5.0644481188371e-05
19,101325,2643332.9462616,5.0644481188371e-05
20,101325,2541048.3149452,5.0644481188371e-05
21,101325,2440878.3959505,5.0644481188371e-05
22,101325,2342813.1887141,5.0644481188371e-05
23,101325,2246875.0158681,5.0644481188371e-05
24,101325,2153110.4588137,5.0644481188371e-05
25,101325,2061583.2669207,5.0644481188371e-05
26,101325,1972368.1216201,5.0644481188371e-05
27,101325,1885545.1264233,5.0644481188371e-05
28,101325,1801194.9404208,5.0644481188371e-05
29,101325,1719394.5279828,5.0644481188371e-05
30,101325,1640213.5395799,5.0644481188371e-05
31,101325,1563711.3592975,5.0644481188371e-05
32,101325,1489934.8528065,5.0644481188371e-05
33,101325,1418916.829421,5.0644481188371e-05
34,101325,1350675.2006072,5.0644481188371e-05
35,101325,1285212.7830076,5.0644481188371e-05
36,101325,1222517.663872,5.0644481188371e-05
37,101325,1162564.0256192,5.0644481188371e-05
38,101325,1105313.316211,5.0644481188371e-05
39,101325,1050715.652751,5.0644481188371e-05
40,101325,998711.82311742,5.0644481188371e-05
41,101325,949233.41202098,5.0644481188371e-05
42,101325,902205.8457831,5.0644481188371e-05
43,101325,857549.34494155,5.0644481188371e-05
44,101325,815180.27741867,5.0644481188371e-05
45,101325,775012.37658913,5.0644481188371e-05
46,101325,736957.81528679,5.0644481188371e-05
47,101325,700928.13536972,5.0644481188371e-05
48,101325,666835.03849204,5.0644481188371e-05
49,101325,634591.04761996,5.0644481188371e-05
50,101325,604110.05103368,5.0644481188371e-05
51,101325,575307.74150779,5.0644481188371e-05
52,101325,548101.9634337,5.0644481188371e-05
53,101325,522412.98013885,5.0644481188371e-05
54,101325,498163.67279628,5.0644481188371e-05
55,101325,475279.68127328,5.0644481188371e-05
56,101325,453689.49615386,5.0644481188371e-05
57,101325,433324.51006372,5.0644481188371e-05
58,101325,414119.03537663,5.0644481188371e-05
59,101325,396010.29441278,5.0644481188371e-05
60,101325,378938.38736697,5.0644481188371e-05
61,101325,362846.24242839,5.0644481188371e-05
62,101325,347679.55187376,5.0644481188371e-05
63,101325,333386.69732269,5.0644481188371e-05
64,101325,319918.66683329,5.0644481188371e-05
65,101325,307228.96607587,5.0644481188371e-05
66,101325,295273.52544711,5.0644481188371e-05
67,101325,284010.60466599,5.0644481188371e-05
68,101325,273400.69612051,5.0644481188371e-05
69,101325,263406.42800306,5.0644481188371e-05
70,101325,253992.46807651,5.0644481188371e-05
71,101325,245125.42874846,5.0644481188371e-05
72,101325,236773.77399134,5.0644481188371e-05
73,101325,228907.72852961,5.0644481188371e-05
74,101325,221499.18961678,5.0644481188371e-05
75,101325,214521.64164332,5.0644481188371e-05
76,101325,207950.07374742,5.0644481188371e-05
77,101325,201760.90054438,5.0644481188371e-05
78,101325,195931.88604265,5.0644481188371e-05
79,101325,190442.07077615,5.0644481188371e-05
80,101325,185272.16752154,5.0644481188371e-05
81,101325,180403.04458339,5.0644481188371e-05
82,101325,175817.1715668,5.0644481188371e-05
83,101325,171498.03452942,5.0644481188371e-05
84,101325,167430.07874011,5.0644481188371e-05
85,101325,163598.65433928,5.0644481188371e-05
86,101325,159989.96480756,5.0644481188371e-05
87,101325,156591.0181421,5.0644481188371e-05
88,101325,153389.5806355,5.0644481188371e-05
89,101325,150374.13315073,5.0644481188371e-05
90,101325,147533.82978459,5.0644481188371e-05
91,101325,144858.45881276,5.0644481188371e-05
92,101325,142338.4058104,5.0644481188371e-05
93,101325,139964.61884398,5.0644481188371e-05
94,101325,137728.57563252,5.0644481188371e-05
95,101325,135622.25257868,5.0644481188371e-05
96,101325,133638.09557352,5.0644481188371e-05
97,101325,131768.99248176,5.0644481188371e-05
98,101325,130008.24721794,5.0644481188371e-05
99,101325,128349.55532716,5.0644481188371e-05
100,101325,126786.98098805,5.0644481188371e-05
101,101325,125314.93535891,5.0644481188371e-05
102,101325,123928.15619174,5.0644481188371e-05
103,101325,122621.68864246,5.0644481188371e-05
104,101325,121390.86720906,5.0644481188371e-05
105,101325,120231.29873289,5.0644481188371e-05
106,101325,119138.84640179,5.0644481188371e-05
107,101325,118109.61469663,5.0644481188371e-05
108,101325,117139.93522646,5.0644481188371e-05
109,101325,116226.35340003,5.0644481188371e-05
110,101325,115365.61588462,5.0644481188371e-05
111,101325,114554.65880562,5.0644481188371e-05
112,101325,113790.59664336,5.0644481188371e-05
113,101325,113070.71178557,5.0644481188371e-05
