time,outlet-p,pellet-inlet-p,viscosity_pp
0,0,4293339,0
1,3714179,4293339,5.8378456454972e-05
2,1432014,4292374.6096493,5.8378456454972e-05
3,590853,4284093.336541,5.8378456454972e-05
4,301273,4254479.1694611,5.8378456454972e-05
5,204746,4191519.1750776,5.8378456454972e-05
6,142694,4094131.91495,5.8378456454972e-05
7,122009,3970419.0676871,5.8378456454972e-05
8,108220,3831444.8111026,5.8378456454972e-05
9,108220,3686542.7546689,5.8378456454972e-05
10,108220,3541717.7732802,5.8378456454972e-05
11,101325,3399908.4140463,5.8378456454972e-05
12,101325,3262227.5026006,5.8378456454972e-05
13,101325,3129020.5183461,5.8378456454972e-05
14,101325,3000206.4152151,5.8378456454972e-05
15,101325,2875458.5990494,5.8378456454972e-05
16,101325,2754386.7170235,5.8378456454972e-05
17,101325,2636649.5052155,5.8378456454972e-05
18,101325,2521996.6221668,5.8378456454972e-05
19,101325,2410271.0484022,5.8378456454972e-05
20,101325,2301395.8983743,5.8378456454972e-05
21,101325,2195357.3153566,5.8378456454972e-05
22,101325,2092187.9471083,5.8378456454972e-05
23,101325,1991952.3115544,5.8378456454972e-05
24,101325,1894734.1962838,5.8378456454972e-05
25,101325,1800625.9283719,5.8378456454972e-05
26,101325,1709719.3532092,5.8378456454972e-05
27,101325,1622098.4370013,5.8378456454972e-05
28,101325,1537833.4642326,5.8378456454972e-05
29,101325,1456976.810833,5.8378456454972e-05
30,101325,1379560.2398172,5.8378456454972e-05
31,101325,1305593.6069051,5.8378456454972e-05
32,101325,1235064.8006313,5.8378456454972e-05
33,101325,1167940.6923802,5.8378456454972e-05
34,101325,1104168.8466305,5.8378456454972e-05
35,101325,1043679.7423941,5.8378456454972e-05
36,101325,986389.79473511,5.8378456454972e-05
37,101325,932202.35260409,5.8378456454972e-05
38,101325,881011.90850516,5.8378456454972e-05
39,101325,832705.91615756,5.8378456454972e-05
40,101325,787166.95984292,5.8378456454972e-05
41,101325,744274.66726757,5.8378456454972e-05
42,101325,703907.35543869,5.8378456454972e-05
43,101325,665943.41575578,5.8378456454972e-05
44,101325,630262.45529161,5.8378456454972e-05
45,101325,596746.21734145,5.8378456454972e-05
46,101325,565279.30700194,5.8378456454972e-05
47,101325,535749.74787637,5.8378456454972e-05
48,101325,508049.39484833,5.8378456454972e-05
49,101325,482074.22585405,5.8378456454972e-05
50,101325,457724.53316367,5.8378456454972e-05
51,101325,434905.03214824,5.8378456454972e-05
52,101325,413524.9030481,5.8378456454972e-05
53,101325,393497.7789741,5.8378456454972e-05
54,101325,374741.69131718,5.8378456454972e-05
55,101325,357178.98193057,5.8378456454972e-05
56,101325,340736.18987876,5.8378456454972e-05
57,101325,325343.91920052,5.8378456454972e-05
58,101325,310936.69298945,5.8378456454972e-05
59,101325,297452.79812911,5.8378456454972e-05
60,101325,284834.12420891,5.8378456454972e-05
61,101325,273025.99946797,5.8378456454972e-05
62,101325,261977.02604892,5.8378456454972e-05
63,101325,251638.91637313,5.8378456454972e-05
64,101325,241966.33205975,5.8378456454972e-05
65,101325,232916.72648837,5.8378456454972e-05
66,101325,224450.19184011,5.8378456454972e-05
67,101325,216529.31123329,5.8378456454972e-05
68,101325,209119.01639161,5.8378456454972e-05
69,101325,202186.45113629,5.8378456454972e-05
70,101325,195700.840876,5.8378456454972e-05
71,101325,189633.3681719,5.8378456454972e-05
72,101325,183957.56529984,5.8378456454972e-05
73,101325,178647.60330396,5.8378456454972e-05
74,101325,173679.85637588,5.8378456454972e-05
75,101325,169032.21752108,5.8378456454972e-05
76,101325,164684.00352252,5.8378456454972e-05
77,101325,160615.86529882,5.8378456454972e-05
78,101325,156809.70345187,5.8378456454972e-05
79,101325,153248.58878594,5.8378456454972e-05
80,101325,149916.68757449,5.8378456454972e-05
81,101325,146799.19134905,5.8378456454972e-05
82,101325,143882.25098522,5.8378456454972e-05
83,101325,141152.91486351,5.8378456454972e-05
84,101325,138599.07088692,5.8378456454972e-05
85,101325,136209.3921431,5.8378456454972e-05
86,101325,133973.28600501,5.8378456454972e-05
87,101325,131880.84647169,5.8378456454972e-05
88,101325,129922.80955851,5.8378456454972e-05
89,101325,128090.51155429,5.8378456454972e-05
90,101325,126375.84997139,5.8378456454972e-05
91,101325,124771.24702294,5.8378456454972e-05
92,101325,123269.61547015,5.8378456454972e-05
93,101325,121864.32669078,5.8378456454972e-05
94,101325,120549.18082818,5.8378456454972e-05
95,101325,119318.37888792,5.8378456454972e-05
96,101325,118166.49665723,5.8378456454972e-05
97,101325,117088.46032936,5.8378456454972e-05
98,101325,116079.52372235,5.8378456454972e-05
99,101325,115135.24698848,5.8378456454972e-05
100,101325,114251.47671693,5.8378456454972e-05
101,101325,113424.32733859,5.8378456454972e-05
102,101325,112650.16374735,5.8378456454972e-05
103,101325,111925.58505821,5.8378456454972e-05
104,101325,111247.40942716,5.8378456454972e-05
105,101325,110612.65986317,5.8378456454972e-05
106,101325,110019.08573676,5.8378456454972e-05
107,101325,109463.47763936,5.8378456454972e-05
108,101325,108943.4035495,5.8378456454972e-05
109,101325,108456.58766094,5.8378456454972e-05
110,101325,108000.9003002,5.8378456454972e-05
111,101325,107574.34850006,5.8378456454972e-05
112,101325,107175.06718609,5.8378456454972e-05
113,101325,106801.31093561,5.8378456454972e-05
114,101325,106451.44627155,5.8378456454972e-05
115,101325,106123.94445579,5.8378456454972e-05
116,101325,105817.37474959,5.8378456454972e-05
117,101325,105530.39811023,5.8378456454972e-05
118,101325,105261.76129553,5.8378456454972e-05
119,101325,105010.29134948,5.8378456454972e-05
120,101325,104774.89044422,5.8378456454972e-05
121,101325,104554.53105506,5.8378456454972e-05
122,101325,104348.25144693,5.8378456454972e-05
123,101325,104155.15145183,5.8378456454972e-05
124,101325,103974.38851863,5.8378456454972e-05
125,101325,103805.17401722,5.8378456454972e-05
126,101325,103646.76978077,5.8378456454972e-05
127,101325,103498.48487052,5.8378456454972e-05
128,101325,103359.67254866,5.8378456454972e-05
129,101325,103229.72744592,5.8378456454972e-05
130,101325,103108.08291125,5.8378456454972e-05
131,101325,102994.20853178,5.8378456454972e-05
132,101325,102887.60781205,5.8378456454972e-05
133,101325,102787.81600228,5.8378456454972e-05
134,101325,102694.39806607,5.8378456454972e-05
135,101325,102606.94677848,5.8378456454972e-05
136,101325,102525.0809461,5.8378456454972e-05
137,101325,102448.44374129,5.8378456454972e-05
138,101325,102376.70114326,5.8378456454972e-05
139,101325,102309.54047897,5.8378456454972e-05
140,101325,102246.66905767,5.8378456454972e-05
141,101325,102188.34313068,5.8378456454972e-05
142,101325,102133.70856129,5.8378456454972e-05
143,101325,102082.53168957,5.8378456454972e-05
144,101325,102034.59365113,5.8378456454972e-05
145,101325,101989.6894395,5.8378456454972e-05
