id,pressure,x,y,z
0,122953.31046904,0,0,0
0.0001328870292887,122952.59691718,0,0.0001328870292887,0
0.00026577405857741,122951.82369609,0,0.00026577405857741,0
0.00039866108786611,122950.94839312,0,0.00039866108786611,0
0.00053154811715481,122949.94086208,0,0.00053154811715481,0
0.00066443514644351,122948.77967622,0,0.00066443514644351,0
0.00079732217573222,122947.44960687,0,0.00079732217573222,0
0.00093020920502092,122945.93983127,0,0.00093020920502092,0
0.0010630962343096,122944.24265866,0,0.0010630962343096,0
0.0011959832635983,122942.35262476,0,0.0011959832635983,0
0.001328870292887,122940.26584808,0,0.001328870292887,0
0.0014617573221757,122937.97957247,0,0.0014617573221757,0
0.0015946443514644,122935.49184187,0,0.0015946443514644,0
0.0017275313807531,122932.80126913,0,0.0017275313807531,0
0.0018604184100418,122929.90687177,0,0.0018604184100418,0
0.0019933054393305,122926.80795509,0,0.0019933054393305,0
0.0021261924686192,122923.50402923,0,0.0021261924686192,0
0.0022590794979079,122919.99475014,0,0.0022590794979079,0
0.0023919665271967,122916.27987761,0,0.0023919665271967,0
0.0025248535564854,122912.35924549,0,0.0025248535564854,0
0.0026577405857741,122908.2327405,0,0.0026577405857741,0
0.0027906276150628,122903.90028716,0,0.0027906276150628,0
0.0029235146443515,122899.36183711,0,0.0029235146443515,0
0.0030564016736402,122894.6173615,0,0.0030564016736402,0
0.0031892887029289,122889.6668456,0,0.0031892887029289,0
0.0033221757322176,122884.51028501,0,0.0033221757322176,0
0.0034550627615063,122879.14768294,0,0.0034550627615063,0
0.003587949790795,122873.57904833,0,0.003587949790795,0
0.0037208368200837,122867.80439457,0,0.0037208368200837,0
0.0038537238493724,122861.82373863,0,0.0038537238493724,0
0.0039866108786611,122855.63710049,0,0.0039866108786611,0
0.0041194979079498,122849.24450292,0,0.0041194979079498,0
0.0042523849372385,122842.64597144,0,0.0042523849372385,0
0.0043852719665272,122835.84153449,0,0.0043852719665272,0
0.0045181589958159,122828.83122392,0,0.0045181589958159,0
0.0046510460251046,122821.61507576,0,0.0046510460251046,0
0.0047839330543933,122814.19313135,0,0.0047839330543933,0
0.004916820083682,122806.56543911,0,0.004916820083682,0
0.0050497071129707,122798.73205691,0,0.0050497071129707,0
0.0051825941422594,122790.69305561,0,0.0051825941422594,0
