time,pellet-inlet-p
0,4293339
1,4293339
2,4039965.346804
3,2868456.4853104
4,1747917.5168925
5,1005767.4349976
6,585970.66428487
7,353636.93736086
8,231232.63755622
9,166446.93221089
10,135195.12947729
11,120656.9846357
12,110930.73060808
13,105832.87880522
14,103409.82632233
15,102287.2683892
16,101768.88918976
17,101531.89860265
18,101421.43498906
19,101369.94809723
20,101348.13186957
21,101336.90446843
22,101331.12645429
23,101328.15288658
24,101328.15288658
25,101328.15288658
26,101328.15288658
27,101328.15288658
28,101328.15288658
29,101328.15288658
30,101328.15288658
31,101328.15288658
32,101328.15288658
33,101328.15288658
34,101328.15288658
35,101328.15288658
36,101328.15288658
37,101328.15288658
38,101328.15288658
39,101328.15288658
40,101328.15288658
41,101328.15288658
42,101328.15288658
43,101328.15288658
44,101328.15288658
45,101328.15288658
46,101328.15288658
47,101328.15288658
48,101328.15288658
49,101328.15288658
50,101328.15288658
51,101328.15288658
52,101328.15288658
53,101328.15288658
54,101328.15288658
55,101328.15288658
56,101328.15288658
57,101328.15288658
58,101328.15288658
59,101328.15288658
60,101328.15288658
61,101328.15288658
62,101328.15288658
63,101328.15288658
64,101328.15288658
65,101328.15288658
66,101328.15288658
67,101328.15288658
68,101328.15288658
69,101328.15288658
70,101328.15288658
71,101328.15288658
72,101328.15288658
73,101328.15288658
74,101328.15288658
75,101328.15288658
76,101328.15288658
77,101328.15288658
78,101328.15288658
79,101328.15288658
80,101328.15288658
81,101328.15288658
82,101328.15288658
83,101328.15288658
84,101328.15288658
85,101328.15288658
86,101328.15288658
87,101328.15288658
88,101328.15288658
89,101328.15288658
90,101328.15288658
91,101328.15288658
92,101328.15288658
93,101328.15288658
94,101328.15288658
95,101328.15288658
96,101328.15288658
97,101328.15288658
98,101328.15288658
99,101328.15288658
100,101328.15288658
101,101328.15288658
102,101328.15288658
103,101328.15288658
104,101328.15288658
105,101328.15288658
106,101328.15288658
107,101328.15288658
108,101328.15288658
109,101328.15288658
110,101328.15288658
111,101328.15288658
112,101328.15288658
113,101328.15288658
114,101328.15288658
115,101328.15288658
116,101328.15288658
117,101328.15288658
118,101328.15288658
119,101328.15288658
120,101328.15288658
121,101328.15288658
122,101328.15288658
123,101328.15288658
124,101328.15288658
125,101328.15288658
126,101328.15288658
127,101328.15288658
128,101328.15288658
129,101328.15288658
130,101328.15288658
131,101328.15288658
132,101328.15288658
133,101328.15288658
134,101328.15288658
135,101328.15288658
136,101328.15288658
137,101328.15288658
138,101328.15288658
139,101328.15288658
140,101328.15288658
141,101328.15288658
142,101328.15288658
143,101328.15288658
144,101328.15288658
145,101328.15288658
146,101328.15288658
147,101328.15288658
148,101328.15288658
149,101328.15288658
150,101328.15288658
