time,pellet-inlet-p
0,4293339
1,4293339
2,4293339
3,4293339
4,4293339
5,4293339
6,4293339
7,4293338.9999999
8,4293338.9999997
9,4293338.9999994
10,4293338.9999989
11,4293338.9999987
12,4293339.0000001
13,4293339.0000056
14,4293339.0000196
15,4293339.0000484
16,4293339.0001002
17,4293339.0001828
18,4293339.0003016
19,4293339.0004552
20,4293339.0006301
21,4293339.0007948
22,4293339.0008944
23,4293339.0008457
24,4293339.0005354
25,4293338.999821
26,4293338.9985363
27,4293338.9965011
28,4293338.9935359
29,4293338.9894809
30,4293338.984218
31,4293338.9776958
32,4293338.9699543
33,4293338.9611491
34,4293338.9515728
35,4293338.9416714
36,4293338.9320547
37,4293338.9235006
38,4293338.9169498
39,4293338.9134932
40,4293338.914351
41,4293338.9208428
42,4293338.9343519
43,4293338.9562828
44,4293338.9880136
45,4293339.0308465
46,4293339.0859549
47,4293339.1543324
48,4293339.2367417
49,4293339.3336679
50,4293339.4452755
51,4293339.5713717
52,4293339.7113755
53,4293339.8642948
54,4293340.0287116
55,4293340.2027747
56,4293340.3842015
57,4293340.5702873
58,4293340.7579235
59,4293340.9436218
60,4293341.123547
61,4293341.2935545
62,4293341.449234
63,4293341.5859577
64,4293341.6989316
65,4293341.7832508
66,4293341.8339553
67,4293341.8460878
68,4293341.8147516
69,4293341.735168
70,4293341.6027319
71,4293341.4130663
72,4293341.1620739
73,4293340.8459859
74,4293340.4614067
75,4293340.0053559
76,4293339.4753051
77,4293338.8692108
78,4293338.185543
79,4293337.4233085
80,4293336.58207
81,4293335.6619609
82,4293334.6636942
83,4293333.5885685
84,4293332.4384686
85,4293331.2158622
86,4293329.9237927
87,4293328.5658681
88,4293327.1462463
89,4293325.6696177
90,4293324.1411839
91,4293322.5666345
92,4293320.9521212
93,4293319.3042293
94,4293317.6299479
95,4293315.9366385
96,4293314.2320019
97,4293312.5240441
98,4293310.821042
99,4293309.1315076
100,4293307.4641529
101,4293305.8278535
102,4293304.2316136
103,4293302.6845301
104,4293301.1957576
105,4293299.7744742
106,4293298.4298474
107,4293297.1710013
108,4293296.0069847
109,4293294.94674
110,4293293.9990735
111,4293293.1726277
112,4293292.475853
113,4293291.9169811
114,4293291.5040015
115,4293291.2446383
116,4293291.1463287
117,4293291.2162028
118,4293291.4610655
119,4293291.8873788
120,4293292.5012462
121,4293293.3083985
122,4293294.3141811
123,4293295.5235427
124,4293296.9410255
125,4293298.570757
126,4293300.4164426
127,4293302.4813603
128,4293304.7683563
129,4293307.2798416
130,4293310.0177906
131,4293312.9837397
132,4293316.178788
133,4293319.6035985
134,4293323.2584007
135,4293327.1429941
136,4293331.2567516
137,4293335.5986251
138,4293340.1671506
139,4293344.9604555
140,4293349.9762651
141,4293355.211911
142,4293360.6643391
143,4293366.3301185
144,4293372.2054511
145,4293378.2861817
146,4293384.5678075
147,4293391.0454896
148,4293397.7140638
149,4293404.5680515
150,4293411.6016718
