time,pellet-inlet-p
0,4293339
1,4293339
2,4293338.9941064
3,4293338.9370063
4,4293338.7378792
5,4293338.5256681
6,4293339.1723263
7,4293342.5040594
8,4293350.6576154
9,4293364.7262374
10,4293383.429742
11,4293402.5338015
12,4293415.2876594
13,4293413.6636212
14,4293389.9314036
15,4293338.1073151
16,4293254.9739253
17,4293140.5539307
18,4292998.0741495
19,4292833.5419916
20,4292655.0850609
21,4292472.189972
22,4292294.9545858
23,4292133.4216475
24,4291997.0324763
25,4291894.2202887
26,4291832.1276665
27,4291816.4550986
28,4291851.3887966
29,4291939.6269533
30,4292082.4529157
31,4292279.8508678
32,4292530.6510785
33,4292832.6854854
34,4293182.9447359
35,4293577.7335497
36,4294012.8194609
37,4294483.5731682
38,4294985.0887636
39,4295512.2945528
40,4296060.0494929
41,4296623.2249347
42,4297196.7750251
43,4297775.7910083
44,4298355.546689
45,4298931.5379918
46,4299499.5100311
47,4300055.477162
48,4300595.7338633
49,4301116.8611621
50,4301615.7280794
51,4302089.4955241
52,4302535.6126325
53,4302951.8101616
54,4303336.0868593
55,4303686.6992638
56,4304002.1549517
57,4304281.2004531
58,4304522.8072624
59,4304726.1406247
60,4304890.5822661
61,4305015.7023016
62,4305101.2310672
63,4305147.060618
64,4305153.2428152
65,4305119.9598615
66,4305047.5162798
67,4304936.3289401
68,4304786.9168881
69,4304599.8913803
70,4304375.9469146
71,4304115.8513795
72,4303820.4361404
73,4303490.5879883
74,4303127.2425244
75,4302731.3779995
76,4302304.0092983
77,4301846.1821277
78,4301358.9675234
79,4300843.4567375
80,4300300.7567028
81,4299731.9854058
82,4299138.2664068
83,4298520.7257311
84,4297880.4898042
85,4297218.6831478
86,4296536.4258194
87,4295834.8308738
88,4295115.0020287
89,4294378.0315988
90,4293624.998683
91,4292856.9675676
92,4292074.9861313
93,4291280.0830221
94,4290473.2674211
95,4289655.5294372
96,4288827.8397013
97,4287991.148499
98,4287146.3848932
99,4286294.4560111
100,4285436.2465155
101,4284572.6182376
102,4283704.4099399
103,4282832.4371839
104,4281957.4922841
105,4281080.3432417
106,4280201.7334163
107,4279322.3836527
108,4278442.9933092
109,4277564.2401678
110,4276686.7802007
111,4275811.2475124
112,4274938.2544567
113,4274068.3918628
114,4273202.229326
115,4272340.3155427
116,4271483.1786877
117,4270631.3268209
118,4269785.2483059
119,4268945.4101873
120,4268112.2601233
121,4267286.2289907
122,4266467.73107
123,4265657.1635195
124,4264854.9062179
125,4264061.3219426
126,4263276.7567126
127,4262501.5402004
128,4261735.9861691
129,4260980.3929162
130,4260235.0437167
131,4259500.207261
132,4258776.1380862
133,4258063.0739746
134,4257361.2410059
135,4256670.8550471
136,4255992.120337
137,4255325.2288356
138,4254670.3603624
139,4254027.6829932
140,4253397.3534976
141,4252779.5177603
142,4252174.3111751
143,4251581.8590142
144,4251002.2767765
145,4250435.6705255
146,4249882.1336267
147,4249341.7564037
148,4248814.6220322
149,4248300.8046825
150,4247800.3697323
